
time,ax,ay,az,wx,wy,wz,
0.002,-0.83,-0.96,2.45,1.42,-0.99,-0.67,
0.002,-0.83,-0.96,2.45,1.53,-1.19,-0.71,
0.003,-0.83,-0.96,2.45,1.64,-1.38,-0.75,
0.004,-0.82,-1.25,2.30,1.64,-1.38,-0.75,
0.009,-0.82,-1.25,2.30,1.73,-1.55,-0.79,
0.01,-0.88,-1.56,2.26,1.73,-1.55,-0.79,
0.013,-0.91,-1.64,2.16,1.73,-1.55,-0.79,
0.013,-0.91,-1.64,2.16,1.80,-1.70,-0.83,
0.018,-0.90,-1.73,2.09,1.80,-1.70,-0.83,
0.018,-0.90,-1.73,2.09,1.85,-1.82,-0.87,
0.023,-0.74,-1.86,2.19,1.85,-1.82,-0.87,
0.024,-0.74,-1.86,2.19,1.89,-1.91,-0.91,
0.027,-0.87,-1.91,2.38,1.89,-1.91,-0.91,
0.028,-0.87,-1.91,2.38,1.92,-1.97,-0.96,
0.032,-1.18,-1.92,2.46,1.92,-1.97,-0.96,
0.033,-1.18,-1.92,2.46,1.95,-2.01,-1.00,
0.037,-1.31,-1.96,2.45,1.95,-2.01,-1.00,
0.037,-1.31,-1.96,2.45,1.98,-2.01,-1.04,
0.041,-1.18,-2.11,2.36,1.98,-2.01,-1.04,
0.042,-1.18,-2.11,2.36,2.00,-1.99,-1.07,
0.047,-1.18,-2.11,2.36,2.01,-1.96,-1.11,
0.048,-0.99,-2.30,2.26,2.01,-1.96,-1.11,
0.052,-0.99,-2.30,2.26,2.00,-1.91,-1.15,
0.052,-0.96,-2.42,2.03,2.00,-1.91,-1.15,
0.066,-0.96,-2.42,2.03,1.96,-1.82,-1.18,
0.067,-1.09,-2.54,1.72,1.96,-1.82,-1.18,
0.068,-1.09,-2.54,1.72,1.90,-1.70,-1.21,
0.069,-1.35,-2.55,1.33,1.90,-1.70,-1.21,
0.07,-1.35,-2.55,1.33,1.81,-1.56,-1.22,
0.07,-1.63,-2.50,0.99,1.81,-1.56,-1.22,
0.074,-1.63,-2.50,0.99,1.69,-1.40,-1.22,
0.075,-1.81,-2.47,0.79,1.69,-1.40,-1.22,
0.077,-1.89,-2.53,0.66,1.69,-1.40,-1.22,
0.077,-1.89,-2.53,0.66,1.56,-1.22,-1.21,
0.083,-1.92,-2.60,0.65,1.56,-1.22,-1.21,
0.084,-1.92,-2.60,0.65,1.41,-1.05,-1.19,
0.085,-1.92,-2.60,0.65,1.26,-0.88,-1.17,
0.086,-1.75,-2.71,0.74,1.26,-0.88,-1.17,
0.108,-1.75,-2.71,0.74,1.12,-0.72,-1.14,
0.109,-1.54,-2.75,0.88,1.12,-0.72,-1.14,
0.111,-1.54,-2.75,0.88,0.98,-0.59,-1.13,
0.112,-1.50,-2.71,1.01,0.98,-0.59,-1.13,
0.113,-1.50,-2.71,1.01,0.84,-0.46,-1.12,
0.113,-1.45,-2.66,1.10,0.84,-0.46,-1.12,
0.114,-1.38,-2.67,1.29,0.84,-0.46,-1.12,
0.114,-1.38,-2.67,1.29,0.71,-0.34,-1.12,
0.115,-1.38,-2.67,1.29,0.59,-0.23,-1.12,
0.115,-1.35,-2.77,1.50,0.59,-0.23,-1.12,
0.115,-1.35,-2.77,1.50,0.47,-0.13,-1.12,
0.116,-1.29,-2.86,1.79,0.47,-0.13,-1.12,
0.123,-1.29,-2.86,1.79,0.38,-0.04,-1.11,
0.123,-1.19,-3.01,2.16,0.38,-0.04,-1.11,
0.136,-1.19,-3.01,2.16,0.30,0.03,-1.11,
0.137,-1.11,-3.15,2.53,0.30,0.03,-1.11,
0.137,-1.11,-3.15,2.53,0.25,0.08,-1.11,
0.137,-1.12,-3.16,2.87,0.25,0.08,-1.11,
0.138,-1.12,-3.16,2.87,0.23,0.11,-1.11,
0.138,-1.16,-3.16,3.09,0.23,0.11,-1.11,
0.141,-1.16,-3.16,3.09,0.22,0.10,-1.11,
0.141,-1.12,-3.17,3.42,0.22,0.10,-1.11,
0.145,-1.12,-3.17,3.42,0.24,0.08,-1.12,
0.145,-1.04,-3.18,3.71,0.24,0.08,-1.12,
0.149,-1.04,-3.18,3.71,0.27,0.04,-1.12,
0.15,-0.80,-3.23,3.95,0.27,0.04,-1.12,
0.154,-0.80,-3.23,3.95,0.32,-0.01,-1.14,
0.155,-0.55,-3.25,4.14,0.32,-0.01,-1.14,
0.159,-0.55,-3.25,4.14,0.39,-0.07,-1.17,
0.16,-0.43,-3.25,4.24,0.39,-0.07,-1.17,
0.164,-0.48,-3.23,4.22,0.39,-0.07,-1.17,
0.165,-0.48,-3.23,4.22,0.48,-0.14,-1.20,
0.168,-0.48,-3.17,4.18,0.48,-0.14,-1.20,
0.169,-0.48,-3.17,4.18,0.56,-0.22,-1.22,
0.181,-0.40,-3.09,4.11,0.56,-0.22,-1.22,
0.182,-0.40,-3.09,4.11,0.64,-0.29,-1.24,
0.183,-0.27,-3.00,3.95,0.64,-0.29,-1.24,
0.183,-0.27,-3.00,3.95,0.72,-0.36,-1.26,
0.184,-0.33,-3.02,3.76,0.72,-0.36,-1.26,
0.184,-0.33,-3.02,3.76,0.78,-0.42,-1.28,
0.188,-0.42,-3.00,3.63,0.78,-0.42,-1.28,
0.189,-0.42,-3.00,3.63,0.83,-0.46,-1.29,
0.195,-0.42,-3.00,3.63,0.87,-0.48,-1.29,
0.196,-0.44,-3.03,3.49,0.87,-0.48,-1.29,
0.198,-0.44,-3.03,3.49,0.89,-0.46,-1.29,
0.199,-0.44,-3.12,3.33,0.89,-0.46,-1.29,
0.203,-0.44,-3.12,3.33,0.90,-0.43,-1.27,
0.204,-0.51,-3.12,3.17,0.90,-0.43,-1.27,
0.224,-0.51,-3.12,3.17,0.89,-0.38,-1.25,
0.225,-0.71,-3.16,2.98,0.89,-0.38,-1.25,
0.225,-0.98,-3.12,2.84,0.89,-0.38,-1.25,
0.226,-0.98,-3.12,2.84,0.88,-0.31,-1.21,
0.226,-1.20,-3.07,2.63,0.88,-0.31,-1.21,
0.227,-1.20,-3.07,2.63,0.84,-0.23,-1.16,
0.228,-1.20,-3.07,2.63,0.80,-0.15,-1.10,
0.228,-1.32,-2.99,2.49,0.80,-0.15,-1.10,
0.229,-1.43,-2.91,2.37,0.80,-0.15,-1.10,
0.229,-1.43,-2.91,2.37,0.74,-0.06,-1.04,
0.232,-1.50,-2.81,2.24,0.74,-0.06,-1.04,
0.233,-1.50,-2.81,2.24,0.67,0.02,-0.98,
0.237,-1.50,-2.81,2.24,0.59,0.10,-0.91,
0.238,-1.57,-2.69,2.15,0.59,0.10,-0.91,
0.248,-1.57,-2.69,2.15,0.50,0.18,-0.84,
0.249,-1.59,-2.52,2.05,0.50,0.18,-0.84,
0.249,-1.57,-2.34,2.06,0.50,0.18,-0.84,
0.25,-1.57,-2.34,2.06,0.41,0.26,-0.78,
0.252,-1.57,-2.34,2.06,0.31,0.34,-0.72,
0.252,-1.49,-2.16,2.11,0.31,0.34,-0.72,
0.269,-1.49,-2.16,2.11,0.22,0.41,-0.67,
0.27,-1.25,-2.05,2.23,0.22,0.41,-0.67,
0.271,-0.92,-1.91,2.51,0.22,0.41,-0.67,
0.271,-0.92,-1.91,2.51,0.14,0.47,-0.64,
0.272,-0.92,-1.91,2.51,0.08,0.52,-0.62,
0.272,-0.59,-1.86,2.74,0.08,0.52,-0.62,
0.273,-0.59,-1.86,2.74,0.04,0.55,-0.62,
0.273,-0.33,-1.81,2.91,0.04,0.55,-0.62,
0.286,-0.33,-1.81,2.91,0.02,0.56,-0.63,
0.287,-0.15,-1.73,2.99,0.02,0.56,-0.63,
0.287,-0.15,-1.73,2.99,0.01,0.57,-0.65,
0.288,-0.03,-1.60,3.02,0.01,0.57,-0.65,
0.288,0.06,-1.54,2.98,0.01,0.57,-0.65,
0.289,0.06,-1.54,2.98,0.01,0.56,-0.68,
0.323,0.11,-1.52,2.85,0.01,0.56,-0.68,
0.324,0.11,-1.52,2.85,0.01,0.53,-0.71,
0.325,0.11,-1.52,2.85,0.00,0.49,-0.74,
0.325,0.23,-1.55,2.68,0.00,0.49,-0.74,
0.325,0.37,-1.63,2.50,0.00,0.49,-0.74,
0.326,0.37,-1.63,2.50,-0.02,0.43,-0.77,
0.326,0.37,-1.63,2.50,-0.05,0.37,-0.81,
0.327,0.51,-1.71,2.32,-0.05,0.37,-0.81,
0.327,0.52,-1.72,2.12,-0.05,0.37,-0.81,
0.328,0.52,-1.72,2.12,-0.10,0.31,-0.85,
0.328,0.47,-1.68,1.96,-0.10,0.31,-0.85,
0.329,0.47,-1.68,1.96,-0.18,0.28,-0.89,
0.329,0.47,-1.68,1.96,-0.27,0.26,-0.92,
0.33,0.39,-1.63,1.82,-0.27,0.26,-0.92,
0.33,0.39,-1.63,1.82,-0.39,0.27,-0.95,
0.331,0.33,-1.58,1.70,-0.39,0.27,-0.95,
0.331,0.33,-1.58,1.70,-0.53,0.30,-0.98,
0.331,0.30,-1.67,1.72,-0.53,0.30,-0.98,
0.337,0.30,-1.67,1.72,-0.68,0.34,-1.00,
0.338,0.26,-1.74,1.86,-0.68,0.34,-1.00,
0.351,0.26,-1.74,1.86,-0.84,0.40,-1.01,
0.352,0.28,-1.86,2.08,-0.84,0.40,-1.01,
0.352,0.28,-1.86,2.08,-0.99,0.46,-1.01,
0.353,0.28,-1.98,2.38,-0.99,0.46,-1.01,
0.353,0.28,-1.98,2.38,-1.14,0.51,-1.01,
