
time,ax,ay,az,wx,wy,wz,
0.004,6.36,-1.42,8.23,2.69,-1.97,-4.65,
0.004,6.36,-1.42,8.23,2.81,-1.97,-4.82,
0.005,6.16,-1.89,8.35,2.81,-1.97,-4.82,
0.005,6.16,-1.89,8.35,2.95,-1.97,-5.00,
0.008,5.72,-2.39,8.26,2.95,-1.97,-5.00,
0.009,5.72,-2.39,8.26,3.10,-2.00,-5.17,
0.011,5.72,-2.39,8.26,3.24,-2.05,-5.33,
0.012,5.25,-2.89,8.05,3.24,-2.05,-5.33,
0.016,5.25,-2.89,8.05,3.37,-2.14,-5.49,
0.016,4.79,-3.35,7.93,3.37,-2.14,-5.49,
0.023,4.79,-3.35,7.93,3.50,-2.27,-5.63,
0.024,4.42,-3.74,7.71,3.50,-2.27,-5.63,
0.026,4.42,-3.74,7.71,3.62,-2.44,-5.76,
0.026,4.24,-4.15,7.50,3.62,-2.44,-5.76,
0.031,4.10,-4.57,7.41,3.62,-2.44,-5.76,
0.031,4.10,-4.57,7.41,3.73,-2.64,-5.89,
0.036,3.73,-5.02,7.48,3.73,-2.64,-5.89,
0.037,3.73,-5.02,7.48,3.82,-2.84,-6.01,
0.04,3.10,-5.47,7.18,3.82,-2.84,-6.01,
0.041,3.10,-5.47,7.18,3.92,-3.03,-6.13,
0.045,3.10,-5.47,7.18,4.00,-3.21,-6.22,
0.046,2.25,-5.87,6.84,4.00,-3.21,-6.22,
0.05,1.39,-6.26,6.74,4.00,-3.21,-6.22,
0.051,1.39,-6.26,6.74,4.05,-3.36,-6.28,
0.055,1.39,-6.26,6.74,4.06,-3.47,-6.29,
0.056,0.73,-6.66,7.04,4.06,-3.47,-6.29,
0.06,0.73,-6.66,7.04,4.07,-3.55,-6.27,
0.061,0.44,-7.10,7.56,4.07,-3.55,-6.27,
0.065,0.12,-7.51,8.44,4.07,-3.55,-6.27,
0.065,0.12,-7.51,8.44,4.09,-3.57,-6.24,
0.076,0.12,-7.51,8.44,4.15,-3.54,-6.19,
0.077,-0.07,-7.89,9.29,4.15,-3.54,-6.19,
0.077,-0.07,-7.89,9.29,4.24,-3.46,-6.13,
0.077,-0.01,-8.10,9.97,4.24,-3.46,-6.13,
0.08,-0.01,-8.10,9.97,4.36,-3.36,-6.06,
0.08,0.27,-8.33,10.30,4.36,-3.36,-6.06,
0.084,0.54,-8.48,10.32,4.36,-3.36,-6.06,
0.086,0.54,-8.48,10.32,4.49,-3.22,-6.01,
0.095,0.74,-8.60,10.00,4.49,-3.22,-6.01,
0.096,0.74,-8.60,10.00,4.62,-3.07,-5.98,
0.096,0.74,-8.60,10.00,4.75,-2.93,-5.96,
0.096,0.86,-8.62,9.51,4.75,-2.93,-5.96,
0.099,0.86,-8.62,9.51,4.86,-2.83,-5.95,
0.1,0.87,-8.60,9.07,4.86,-2.83,-5.95,
0.107,0.81,-8.63,8.73,4.86,-2.83,-5.95,
0.107,0.81,-8.63,8.73,4.95,-2.78,-5.94,
0.109,0.81,-8.63,8.73,5.03,-2.76,-5.94,
0.109,0.79,-8.61,8.52,5.03,-2.76,-5.94,
0.114,0.79,-8.61,8.52,5.10,-2.76,-5.94,
0.114,0.87,-8.72,8.30,5.10,-2.76,-5.94,
0.12,0.87,-8.72,8.30,5.17,-2.78,-5.94,
0.121,0.75,-8.79,8.06,5.17,-2.78,-5.94,
0.124,0.75,-8.79,8.06,5.22,-2.82,-5.95,
0.124,0.38,-8.83,7.72,5.22,-2.82,-5.95,
0.128,0.38,-8.83,7.72,5.24,-2.88,-5.95,
0.129,0.08,-8.91,7.33,5.24,-2.88,-5.95,
0.133,-0.07,-9.03,6.94,5.24,-2.88,-5.95,
0.133,-0.07,-9.03,6.94,5.25,-2.95,-5.93,
0.138,-0.07,-9.03,6.94,5.22,-3.00,-5.91,
0.139,0.43,-9.31,6.51,5.22,-3.00,-5.91,
0.143,0.43,-9.31,6.51,5.16,-3.05,-5.91,
0.144,0.42,-9.37,6.15,5.16,-3.05,-5.91,
0.148,0.20,-9.28,5.71,5.16,-3.05,-5.91,
0.148,0.20,-9.28,5.71,5.08,-3.07,-5.90,
0.16,0.20,-9.28,5.71,4.97,-3.03,-5.86,
0.161,-0.03,-9.14,5.35,4.97,-3.03,-5.86,
0.161,-0.03,-9.14,5.35,4.84,-2.95,-5.81,
0.161,-0.07,-9.01,5.06,4.84,-2.95,-5.81,
0.162,-0.07,-9.01,5.06,4.69,-2.82,-5.75,
0.163,-0.03,-9.10,4.86,4.69,-2.82,-5.75,
0.167,-0.03,-9.10,4.86,4.52,-2.68,-5.69,
0.168,-0.07,-9.17,4.89,4.52,-2.68,-5.69,
0.172,-0.07,-9.17,4.89,4.36,-2.51,-5.61,
0.173,-0.02,-9.32,4.85,4.36,-2.51,-5.61,
0.18,-0.14,-9.32,4.83,4.36,-2.51,-5.61,
0.181,-0.14,-9.32,4.83,4.21,-2.33,-5.52,
0.181,-0.14,-9.32,4.83,4.07,-2.14,-5.43,
0.182,-0.35,-9.20,4.70,4.07,-2.14,-5.43,
0.187,-0.35,-9.20,4.70,3.95,-1.96,-5.33,
0.188,-0.53,-9.10,4.40,3.95,-1.96,-5.33,
0.192,-0.66,-9.03,4.14,3.95,-1.96,-5.33,
0.192,-0.66,-9.03,4.14,3.82,-1.82,-5.24,
0.212,-0.66,-9.03,4.14,3.70,-1.72,-5.14,
0.212,-0.87,-8.95,4.02,3.70,-1.72,-5.14,
0.213,-0.87,-8.95,4.02,3.59,-1.64,-5.04,
0.213,-1.05,-8.90,3.97,3.59,-1.64,-5.04,
0.213,-1.05,-8.90,3.97,3.49,-1.59,-4.93,
0.214,-1.23,-8.90,3.96,3.49,-1.59,-4.93,
0.214,-1.23,-8.90,3.96,3.41,-1.58,-4.82,
0.215,-1.44,-8.86,3.97,3.41,-1.58,-4.82,
0.217,-1.44,-8.86,3.97,3.35,-1.60,-4.70,
0.218,-1.56,-8.79,3.84,3.35,-1.60,-4.70,
0.221,-1.56,-8.79,3.84,3.28,-1.62,-4.58,
0.222,-1.51,-8.73,3.72,3.28,-1.62,-4.58,
0.226,-1.51,-8.73,3.72,3.21,-1.64,-4.47,
0.226,-1.37,-8.73,3.51,3.21,-1.64,-4.47,
0.231,-1.37,-8.73,3.51,3.13,-1.64,-4.36,
0.231,-1.23,-8.71,3.30,3.13,-1.64,-4.36,
0.237,-1.23,-8.71,3.30,3.03,-1.63,-4.26,
0.238,-0.98,-8.65,3.03,3.03,-1.63,-4.26,
0.24,-0.98,-8.65,3.03,2.92,-1.59,-4.17,
0.242,-0.84,-8.58,2.91,2.92,-1.59,-4.17,
0.246,-0.84,-8.58,2.91,2.80,-1.52,-4.09,
0.246,-0.76,-8.48,2.89,2.80,-1.52,-4.09,
0.25,-0.76,-8.48,2.89,2.69,-1.44,-4.00,
0.25,-0.55,-8.30,2.94,2.69,-1.44,-4.00,
0.255,-0.32,-8.22,2.97,2.69,-1.44,-4.00,
0.256,-0.32,-8.22,2.97,2.58,-1.35,-3.91,
0.26,-0.32,-8.22,2.97,2.49,-1.25,-3.84,
0.261,-0.16,-8.16,2.84,2.49,-1.25,-3.84,
0.265,-0.16,-8.16,2.84,2.39,-1.14,-3.77,
0.265,-0.09,-8.06,2.63,2.39,-1.14,-3.77,
0.277,-0.09,-8.06,2.63,2.30,-1.06,-3.71,
0.278,-0.17,-7.88,2.37,2.30,-1.06,-3.71,
0.278,-0.17,-7.88,2.37,2.19,-0.98,-3.65,
0.278,-0.44,-7.69,2.06,2.19,-0.98,-3.65,
0.279,-0.44,-7.69,2.06,2.07,-0.91,-3.59,
0.28,-0.76,-7.43,1.81,2.07,-0.91,-3.59,
0.284,-0.76,-7.43,1.81,1.94,-0.84,-3.52,
0.285,-1.11,-7.31,1.65,1.94,-0.84,-3.52,
0.289,-1.11,-7.31,1.65,1.81,-0.76,-3.43,
0.29,-1.42,-7.16,1.63,1.81,-0.76,-3.43,
0.294,-1.42,-7.16,1.63,1.68,-0.69,-3.32,
0.294,-1.70,-6.95,1.72,1.68,-0.69,-3.32,
0.299,-1.70,-6.95,1.72,1.56,-0.62,-3.21,
0.299,-1.94,-6.81,1.78,1.56,-0.62,-3.21,
0.305,-2.24,-6.71,1.78,1.56,-0.62,-3.21,
0.306,-2.24,-6.71,1.78,1.45,-0.55,-3.09,
0.309,-2.48,-6.62,1.79,1.45,-0.55,-3.09,
0.31,-2.48,-6.62,1.79,1.33,-0.47,-2.95,
0.314,-2.48,-6.62,1.79,1.21,-0.39,-2.80,
0.315,-2.69,-6.50,1.74,1.21,-0.39,-2.80,
0.322,-2.69,-6.50,1.74,1.09,-0.32,-2.64,
0.323,-2.84,-6.40,1.75,1.09,-0.32,-2.64,
0.323,-2.84,-6.40,1.75,0.98,-0.24,-2.47,
0.324,-2.92,-6.19,1.78,0.98,-0.24,-2.47,
0.328,-2.92,-6.19,1.78,0.87,-0.17,-2.30,
0.329,-2.92,-5.93,1.87,0.87,-0.17,-2.30,
0.333,-2.92,-5.93,1.87,0.77,-0.11,-2.14,
0.334,-2.77,-5.74,2.07,0.77,-0.11,-2.14,
0.338,-2.77,-5.74,2.07,0.67,-0.05,-1.99,
0.339,-2.47,-5.55,2.30,0.67,-0.05,-1.99,
0.343,-2.11,-5.44,2.43,0.67,-0.05,-1.99,
0.344,-2.11,-5.44,2.43,0.60,0.00,-1.86,
0.348,-1.87,-5.33,2.45,0.60,0.00,-1.86,
0.349,-1.87,-5.33,2.45,0.54,0.06,-1.74,
0.353,-1.87,-5.33,2.45,0.48,0.11,-1.63,
0.354,-1.65,-5.14,2.47,0.48,0.11,-1.63,
0.358,-1.65,-5.14,2.47,0.42,0.16,-1.54,
0.359,-1.29,-4.89,2.53,0.42,0.16,-1.54,
0.363,-0.85,-4.61,2.63,0.42,0.16,-1.54,
0.363,-0.85,-4.61,2.63,0.37,0.20,-1.47,
0.367,-0.47,-4.40,2.74,0.37,0.20,-1.47,
0.367,-0.47,-4.40,2.74,0.32,0.25,-1.43,
0.372,-0.47,-4.40,2.74,0.28,0.29,-1.41,
0.373,-0.15,-4.19,2.84,0.28,0.29,-1.41,
0.377,-0.15,-4.19,2.84,0.24,0.34,-1.42,
0.378,0.04,-3.87,2.95,0.24,0.34,-1.42,
0.382,0.04,-3.87,2.95,0.21,0.39,-1.44,
0.382,0.18,-3.48,3.03,0.21,0.39,-1.44,
0.398,0.18,-3.48,3.03,0.20,0.43,-1.48,
0.399,0.32,-3.16,3.04,0.20,0.43,-1.48,
0.4,0.36,-3.00,2.94,0.20,0.43,-1.48,
