
time,ax,ay,az,wx,wy,wz,
0.002,-1.91,-1.41,1.32,-0.13,-0.04,0.33,
0.002,-1.91,-1.41,1.32,-0.09,-0.00,0.35,
0.003,-1.91,-1.41,1.32,-0.06,0.06,0.37,
0.003,-1.68,-1.29,1.18,-0.06,0.06,0.37,
0.005,-1.68,-1.29,1.18,-0.04,0.12,0.37,
0.007,-1.51,-1.21,1.06,-0.04,0.12,0.37,
0.012,-1.51,-1.21,1.06,-0.03,0.17,0.36,
0.013,-1.47,-1.16,0.89,-0.03,0.17,0.36,
0.014,-1.47,-1.16,0.89,-0.01,0.22,0.35,
0.014,-1.56,-1.15,0.62,-0.01,0.22,0.35,
0.019,-1.56,-1.15,0.62,-0.01,0.25,0.34,
0.019,-1.75,-1.13,0.24,-0.01,0.25,0.34,
0.025,-2.00,-1.12,-0.06,-0.01,0.25,0.34,
0.025,-2.00,-1.12,-0.06,-0.02,0.26,0.34,
0.029,-2.17,-1.09,-0.22,-0.02,0.26,0.34,
0.029,-2.17,-1.09,-0.22,-0.05,0.26,0.34,
0.033,-2.23,-1.13,-0.23,-0.05,0.26,0.34,
0.034,-2.23,-1.13,-0.23,-0.08,0.26,0.34,
0.039,-2.23,-1.13,-0.23,-0.12,0.25,0.35,
0.04,-2.18,-1.13,-0.14,-0.12,0.25,0.35,
0.043,-2.18,-1.13,-0.14,-0.14,0.24,0.36,
0.044,-2.13,-1.07,0.06,-0.14,0.24,0.36,
0.048,-2.13,-1.07,0.06,-0.16,0.21,0.37,
0.048,-2.10,-1.08,0.21,-0.16,0.21,0.37,
0.053,-2.10,-1.08,0.21,-0.16,0.18,0.36,
0.054,-2.19,-1.04,0.37,-0.16,0.18,0.36,
0.058,-2.31,-1.10,0.52,-0.16,0.18,0.36,
0.058,-2.31,-1.10,0.52,-0.15,0.14,0.36,
0.063,-2.47,-1.12,0.59,-0.15,0.14,0.36,
0.064,-2.47,-1.12,0.59,-0.14,0.08,0.37,
0.068,-2.60,-1.14,0.60,-0.14,0.08,0.37,
0.068,-2.60,-1.14,0.60,-0.12,0.03,0.38,
0.082,-2.79,-1.18,0.54,-0.12,0.03,0.38,
0.082,-2.79,-1.18,0.54,-0.10,-0.03,0.38,
0.083,-2.85,-1.15,0.50,-0.10,-0.03,0.38,
0.083,-2.85,-1.15,0.50,-0.08,-0.08,0.40,
0.085,-2.85,-1.15,0.50,-0.06,-0.12,0.41,
0.085,-2.91,-1.17,0.58,-0.06,-0.12,0.41,
0.087,-2.91,-1.17,0.58,-0.04,-0.17,0.42,
0.088,-2.93,-1.17,0.65,-0.04,-0.17,0.42,
0.092,-2.93,-1.17,0.65,-0.02,-0.22,0.43,
0.093,-3.04,-1.17,0.54,-0.02,-0.22,0.43,
0.097,-3.04,-1.17,0.54,-0.01,-0.25,0.45,
0.098,-3.27,-1.26,0.38,-0.01,-0.25,0.45,
0.103,-3.27,-1.26,0.38,-0.01,-0.27,0.47,
0.103,-3.49,-1.27,0.26,-0.01,-0.27,0.47,
0.118,-3.70,-1.25,0.31,-0.01,-0.27,0.47,
0.119,-3.70,-1.25,0.31,-0.03,-0.27,0.49,
0.119,-3.70,-1.25,0.31,-0.05,-0.26,0.52,
0.119,-3.77,-1.21,0.41,-0.05,-0.26,0.52,
0.12,-3.83,-1.19,0.55,-0.05,-0.26,0.52,
0.12,-3.83,-1.19,0.55,-0.08,-0.25,0.56,
0.127,-3.81,-1.18,0.63,-0.08,-0.25,0.56,
0.127,-3.81,-1.18,0.63,-0.09,-0.25,0.59,
0.128,-3.75,-1.17,0.78,-0.09,-0.25,0.59,
0.128,-3.75,-1.17,0.78,-0.10,-0.23,0.62,
0.131,-3.75,-1.17,0.78,-0.12,-0.21,0.65,
0.132,-3.67,-1.17,0.95,-0.12,-0.21,0.65,
0.136,-3.43,-1.13,1.23,-0.12,-0.21,0.65,
0.136,-3.43,-1.13,1.23,-0.14,-0.17,0.67,
0.141,-3.14,-1.11,1.57,-0.14,-0.17,0.67,
0.142,-3.14,-1.11,1.57,-0.14,-0.13,0.68,
0.146,-3.14,-1.11,1.57,-0.14,-0.07,0.67,
0.147,-2.81,-1.04,1.81,-0.14,-0.07,0.67,
0.151,-2.81,-1.04,1.81,-0.12,-0.00,0.64,
0.151,-2.50,-1.08,1.95,-0.12,-0.00,0.64,
0.156,-2.50,-1.08,1.95,-0.09,0.06,0.59,
0.157,-2.30,-1.06,2.03,-0.09,0.06,0.59,
0.16,-2.19,-1.04,2.02,-0.09,0.06,0.59,
0.161,-2.19,-1.04,2.02,-0.06,0.12,0.53,
0.165,-2.19,-1.04,2.02,-0.03,0.15,0.46,
0.166,-2.17,-1.00,1.97,-0.03,0.15,0.46,
0.17,-2.29,-0.97,1.98,-0.03,0.15,0.46,
0.17,-2.29,-0.97,1.98,0.01,0.17,0.37,
0.182,-2.45,-1.02,1.94,0.01,0.17,0.37,
0.183,-2.45,-1.02,1.94,0.07,0.17,0.29,
0.183,-2.72,-1.14,1.83,0.07,0.17,0.29,
0.183,-2.72,-1.14,1.83,0.12,0.15,0.21,
0.185,-2.72,-1.14,1.83,0.19,0.12,0.14,
0.185,-2.99,-1.25,1.65,0.19,0.12,0.14,
0.19,-2.99,-1.25,1.65,0.25,0.08,0.08,
0.191,-3.21,-1.40,1.44,0.25,0.08,0.08,
0.194,-3.21,-1.40,1.44,0.30,0.03,0.03,
0.195,-3.51,-1.55,1.26,0.30,0.03,0.03,
0.199,-3.51,-1.55,1.26,0.33,-0.02,-0.01,
0.2,-3.79,-1.70,1.19,0.33,-0.02,-0.01,
0.204,-3.79,-1.70,1.19,0.37,-0.07,-0.03,
0.205,-4.01,-1.86,1.11,0.37,-0.07,-0.03,
0.219,-4.26,-2.00,1.06,0.37,-0.07,-0.03,
0.22,-4.26,-2.00,1.06,0.39,-0.12,-0.05,
0.221,-4.49,-2.13,0.98,0.39,-0.12,-0.05,
0.221,-4.49,-2.13,0.98,0.42,-0.17,-0.05,
0.222,-4.49,-2.13,0.98,0.43,-0.22,-0.04,
0.222,-4.66,-2.24,0.92,0.43,-0.22,-0.04,
0.229,-4.71,-2.36,0.95,0.43,-0.22,-0.04,
0.23,-4.71,-2.36,0.95,0.43,-0.26,-0.02,
0.23,-4.71,-2.36,0.95,0.42,-0.28,0.00,
0.231,-4.70,-2.45,1.06,0.42,-0.28,0.00,
0.234,-4.68,-2.55,1.28,0.42,-0.28,0.00,
0.234,-4.68,-2.55,1.28,0.41,-0.29,0.02,
0.24,-4.68,-2.55,1.28,0.41,-0.28,0.05,
0.24,-4.69,-2.71,1.51,0.41,-0.28,0.05,
0.244,-4.69,-2.71,1.51,0.42,-0.25,0.09,
0.245,-4.61,-2.82,1.71,0.42,-0.25,0.09,
0.248,-4.51,-2.99,1.91,0.42,-0.25,0.09,
0.249,-4.51,-2.99,1.91,0.43,-0.20,0.13,
0.253,-4.40,-3.09,2.07,0.43,-0.20,0.13,
0.253,-4.40,-3.09,2.07,0.44,-0.16,0.16,
0.258,-4.33,-3.19,2.29,0.44,-0.16,0.16,
0.259,-4.33,-3.19,2.29,0.47,-0.13,0.17,
0.263,-4.29,-3.25,2.43,0.47,-0.13,0.17,
0.264,-4.29,-3.25,2.43,0.51,-0.10,0.18,
0.268,-4.29,-3.25,2.43,0.55,-0.10,0.18,
0.269,-4.19,-3.34,2.53,0.55,-0.10,0.18,
0.282,-4.03,-3.44,2.59,0.55,-0.10,0.18,
0.283,-4.03,-3.44,2.59,0.60,-0.12,0.17,
0.283,-3.86,-3.56,2.70,0.60,-0.12,0.17,
0.284,-3.86,-3.56,2.70,0.65,-0.15,0.14,
0.284,-3.74,-3.72,2.82,0.65,-0.15,0.14,
0.285,-3.74,-3.72,2.82,0.70,-0.19,0.10,
0.287,-3.74,-3.72,2.82,0.76,-0.24,0.05,
0.288,-3.60,-3.92,2.91,0.76,-0.24,0.05,
0.292,-3.60,-3.92,2.91,0.82,-0.31,-0.02,
0.294,-3.54,-4.16,2.95,0.82,-0.31,-0.02,
0.334,-3.54,-4.16,2.95,0.88,-0.38,-0.08,
0.335,-3.52,-4.50,3.04,0.88,-0.38,-0.08,
0.335,-3.52,-4.50,3.04,0.93,-0.46,-0.14,
0.336,-3.59,-4.80,3.00,0.93,-0.46,-0.14,
0.336,-3.59,-4.80,3.00,0.98,-0.52,-0.21,
0.337,-3.62,-5.09,2.97,0.98,-0.52,-0.21,
