
time,ax,ay,az,wx,wy,wz,
0.002,-0.15,-0.16,-0.07,0.09,0.10,-0.31,
0.003,-0.19,-0.11,-0.09,0.09,0.10,-0.31,
0.003,-0.22,-0.06,-0.08,0.09,0.10,-0.31,
0.003,-0.22,-0.06,-0.08,0.09,0.11,-0.31,
0.011,-0.25,0.02,-0.06,0.09,0.11,-0.31,
0.012,-0.25,0.02,-0.06,0.08,0.11,-0.31,
0.012,-0.31,0.10,-0.05,0.08,0.11,-0.31,
0.012,-0.31,0.10,-0.05,0.08,0.12,-0.31,
0.016,-0.31,0.10,-0.05,0.07,0.11,-0.31,
0.016,-0.35,0.14,-0.03,0.07,0.11,-0.31,
0.083,-0.35,0.14,-0.03,0.06,0.11,-0.31,
0.083,-0.37,0.19,-0.02,0.06,0.11,-0.31,
0.083,-0.37,0.19,-0.02,0.05,0.10,-0.30,
0.084,-0.39,0.26,-0.01,0.05,0.10,-0.30,
0.084,-0.41,0.29,0.01,0.05,0.10,-0.30,
0.084,-0.41,0.29,0.01,0.04,0.10,-0.30,
0.085,-0.38,0.29,0.03,0.04,0.10,-0.30,
0.085,-0.38,0.29,0.03,0.03,0.09,-0.29,
0.085,-0.42,0.34,0.01,0.03,0.09,-0.29,
0.086,-0.42,0.34,0.01,0.03,0.08,-0.29,
0.086,-0.42,0.34,0.01,0.03,0.08,-0.29,
0.086,-0.41,0.32,0.02,0.03,0.08,-0.29,
0.087,-0.46,0.34,-0.01,0.03,0.08,-0.29,
0.087,-0.46,0.34,-0.01,0.02,0.08,-0.28,
0.087,-0.46,0.34,-0.03,0.02,0.08,-0.28,
0.088,-0.46,0.34,-0.03,0.02,0.08,-0.28,
0.088,-0.46,0.34,-0.08,0.02,0.08,-0.28,
0.088,-0.46,0.34,-0.08,0.02,0.08,-0.27,
0.089,-0.49,0.31,-0.08,0.02,0.08,-0.27,
0.089,-0.49,0.31,-0.08,0.02,0.09,-0.27,
0.089,-0.49,0.31,-0.08,0.02,0.11,-0.27,
0.09,-0.52,0.36,-0.09,0.02,0.11,-0.27,
0.09,-0.52,0.36,-0.09,0.03,0.11,-0.26,
0.09,-0.52,0.38,-0.09,0.03,0.11,-0.26,
0.091,-0.52,0.38,-0.09,0.03,0.10,-0.26,
0.091,-0.57,0.38,-0.13,0.03,0.10,-0.26,
0.091,-0.64,0.43,-0.18,0.03,0.10,-0.26,
0.092,-0.64,0.43,-0.18,0.04,0.08,-0.26,
0.092,-0.68,0.43,-0.17,0.04,0.08,-0.26,
0.092,-0.68,0.43,-0.17,0.05,0.07,-0.25,
0.096,-0.73,0.44,-0.18,0.05,0.07,-0.25,
0.097,-0.73,0.44,-0.18,0.05,0.06,-0.24,
0.098,-0.76,0.46,-0.13,0.05,0.06,-0.24,
0.099,-0.76,0.46,-0.13,0.05,0.06,-0.23,
0.106,-0.77,0.42,-0.09,0.05,0.06,-0.23,
0.106,-0.77,0.42,-0.09,0.05,0.06,-0.22,
0.108,-0.76,0.40,-0.03,0.05,0.06,-0.22,
0.109,-0.76,0.40,-0.03,0.06,0.07,-0.21,
0.113,-0.76,0.40,-0.03,0.07,0.06,-0.21,
0.114,-0.79,0.35,-0.03,0.07,0.06,-0.21,
0.118,-0.79,0.35,-0.03,0.08,0.06,-0.20,
0.118,-0.77,0.28,-0.07,0.08,0.06,-0.20,
0.13,-0.81,0.30,-0.05,0.08,0.06,-0.20,
0.131,-0.81,0.30,-0.05,0.08,0.06,-0.20,
0.131,-0.81,0.30,-0.05,0.09,0.06,-0.19,
0.132,-0.86,0.25,-0.07,0.09,0.06,-0.19,
0.132,-0.90,0.21,-0.15,0.09,0.06,-0.19,
0.133,-0.90,0.21,-0.15,0.09,0.06,-0.19,
0.138,-0.97,0.22,-0.19,0.09,0.06,-0.19,
0.139,-0.97,0.22,-0.19,0.09,0.06,-0.18,
0.142,-1.01,0.22,-0.22,0.09,0.06,-0.18,
0.143,-1.01,0.22,-0.22,0.09,0.06,-0.18,
0.147,-1.06,0.23,-0.18,0.09,0.06,-0.18,
0.147,-1.06,0.23,-0.18,0.08,0.07,-0.17,
0.151,-1.12,0.27,-0.23,0.08,0.07,-0.17,
0.152,-1.12,0.27,-0.23,0.07,0.07,-0.17,
0.224,-1.14,0.31,-0.23,0.07,0.07,-0.17,
0.225,-1.14,0.31,-0.23,0.07,0.07,-0.16,
0.225,-1.18,0.32,-0.22,0.07,0.07,-0.16,
0.225,-1.18,0.32,-0.22,0.06,0.07,-0.15,
0.226,-1.13,0.34,-0.19,0.06,0.07,-0.15,
0.226,-1.13,0.34,-0.19,0.05,0.07,-0.14,
0.226,-1.13,0.34,-0.19,0.05,0.07,-0.13,
0.226,-1.16,0.37,-0.20,0.05,0.07,-0.13,
0.227,-1.12,0.40,-0.18,0.05,0.07,-0.13,
0.227,-1.12,0.40,-0.18,0.05,0.07,-0.12,
0.227,-1.12,0.40,-0.18,0.04,0.06,-0.11,
0.228,-1.12,0.43,-0.21,0.04,0.06,-0.11,
0.228,-1.10,0.47,-0.17,0.04,0.06,-0.11,
0.228,-1.10,0.47,-0.17,0.04,0.06,-0.10,
0.229,-1.10,0.47,-0.17,0.03,0.06,-0.09,
0.229,-1.07,0.47,-0.17,0.03,0.06,-0.09,
0.229,-1.07,0.47,-0.17,0.03,0.06,-0.08,
0.23,-1.01,0.43,-0.17,0.03,0.06,-0.08,
0.23,-1.01,0.44,-0.16,0.03,0.06,-0.08,
0.23,-1.01,0.44,-0.16,0.03,0.06,-0.07,
0.231,-1.01,0.44,-0.16,0.04,0.06,-0.06,
0.231,-0.96,0.40,-0.19,0.04,0.06,-0.06,
0.231,-0.94,0.43,-0.17,0.04,0.06,-0.06,
0.231,-0.94,0.43,-0.17,0.04,0.07,-0.05,
0.232,-0.86,0.49,-0.19,0.04,0.07,-0.05,
0.232,-0.86,0.49,-0.19,0.04,0.07,-0.03,
0.232,-0.80,0.52,-0.20,0.04,0.07,-0.03,
0.233,-0.80,0.52,-0.20,0.05,0.07,-0.02,
0.233,-0.75,0.49,-0.19,0.05,0.07,-0.02,
0.233,-0.75,0.49,-0.19,0.05,0.07,-0.02,
0.234,-0.73,0.51,-0.17,0.05,0.07,-0.02,
0.234,-0.73,0.51,-0.17,0.04,0.07,-0.01,
0.237,-0.69,0.48,-0.20,0.04,0.07,-0.01,
0.238,-0.69,0.48,-0.20,0.04,0.07,-0.00,
0.266,-0.64,0.48,-0.17,0.04,0.07,-0.00,
0.267,-0.64,0.48,-0.17,0.04,0.08,0.01,
0.267,-0.64,0.48,-0.17,0.04,0.08,0.02,
0.267,-0.60,0.51,-0.13,0.04,0.08,0.02,
0.268,-0.60,0.51,-0.13,0.04,0.08,0.02,
0.268,-0.57,0.50,-0.11,0.04,0.08,0.02,
0.269,-0.54,0.50,-0.14,0.04,0.08,0.02,
0.269,-0.54,0.50,-0.14,0.04,0.06,0.03,
0.27,-0.54,0.50,-0.14,0.04,0.03,0.03,
0.27,-0.55,0.48,-0.16,0.04,0.03,0.03,
0.271,-0.55,0.48,-0.16,0.04,0.00,0.04,
0.271,-0.60,0.45,-0.18,0.04,0.00,0.04,
0.271,-0.60,0.45,-0.18,0.04,-0.01,0.05,
0.272,-0.61,0.43,-0.20,0.04,-0.01,0.05,
0.276,-0.62,0.39,-0.24,0.04,-0.01,0.05,
0.277,-0.62,0.39,-0.24,0.03,-0.03,0.06,
0.286,-0.62,0.39,-0.24,0.02,-0.05,0.07,
0.287,-0.65,0.40,-0.23,0.02,-0.05,0.07,
0.287,-0.65,0.40,-0.23,0.01,-0.07,0.08,
0.288,-0.66,0.36,-0.19,0.01,-0.07,0.08,
0.29,-0.61,0.35,-0.16,0.01,-0.07,0.08,
0.291,-0.61,0.35,-0.16,-0.00,-0.08,0.09,
0.295,-0.58,0.38,-0.09,-0.00,-0.08,0.09,
0.295,-0.58,0.38,-0.09,-0.01,-0.08,0.11,
0.298,-0.58,0.38,-0.09,-0.01,-0.07,0.12,
0.299,-0.50,0.37,-0.08,-0.01,-0.07,0.12,
0.407,-0.45,0.34,-0.01,-0.01,-0.07,0.12,
0.408,-0.45,0.34,-0.01,-0.02,-0.06,0.13,
0.408,-0.45,0.34,-0.01,-0.02,-0.05,0.14,
