
time,ax,ay,az,wx,wy,wz,
0.002,2.50,2.11,1.87,0.54,-0.57,-0.07,
0.003,2.50,2.11,1.87,0.55,-0.63,-0.09,
0.003,2.82,2.42,2.28,0.55,-0.63,-0.09,
0.003,2.82,2.42,2.28,0.57,-0.69,-0.13,
0.014,2.82,2.42,2.28,0.61,-0.77,-0.16,
0.015,3.04,2.73,2.65,0.61,-0.77,-0.16,
0.015,3.14,3.04,2.97,0.61,-0.77,-0.16,
0.015,3.14,3.04,2.97,0.66,-0.85,-0.19,
0.016,3.28,3.38,3.27,0.66,-0.85,-0.19,
0.016,3.28,3.38,3.27,0.73,-0.95,-0.21,
0.027,3.53,3.78,3.56,0.73,-0.95,-0.21,
0.028,3.53,3.78,3.56,0.81,-1.05,-0.22,
0.028,3.85,4.21,3.89,0.81,-1.05,-0.22,
0.029,3.85,4.21,3.89,0.90,-1.15,-0.22,
0.029,4.33,4.68,4.23,0.90,-1.15,-0.22,
0.029,4.33,4.68,4.23,1.00,-1.25,-0.22,
0.034,4.96,5.17,4.57,1.00,-1.25,-0.22,
0.034,4.96,5.17,4.57,1.11,-1.35,-0.22,
0.042,5.61,5.67,4.97,1.11,-1.35,-0.22,
0.043,5.61,5.67,4.97,1.23,-1.45,-0.23,
0.044,6.34,6.22,5.45,1.23,-1.45,-0.23,
0.044,6.34,6.22,5.45,1.36,-1.57,-0.25,
0.049,7.24,6.73,5.67,1.36,-1.57,-0.25,
0.05,7.24,6.73,5.67,1.52,-1.70,-0.30,
0.053,7.24,6.73,5.67,1.67,-1.81,-0.40,
0.054,8.04,7.14,5.93,1.67,-1.81,-0.40,
0.058,8.04,7.14,5.93,1.81,-1.89,-0.53,
0.059,8.72,7.42,6.32,1.81,-1.89,-0.53,
0.063,8.72,7.42,6.32,1.96,-1.94,-0.68,
0.063,9.47,7.64,6.70,1.96,-1.94,-0.68,
0.076,10.14,7.90,6.95,1.96,-1.94,-0.68,
0.077,10.14,7.90,6.95,2.13,-1.99,-0.85,
0.078,10.14,7.90,6.95,2.30,-2.05,-1.04,
0.078,10.58,8.18,7.00,2.30,-2.05,-1.04,
0.079,10.69,8.46,6.84,2.30,-2.05,-1.04,
0.08,10.69,8.46,6.84,2.47,-2.14,-1.26,
0.082,10.69,8.46,6.84,2.62,-2.24,-1.48,
0.083,10.52,8.69,6.58,2.62,-2.24,-1.48,
0.099,10.52,8.69,6.58,2.74,-2.38,-1.70,
0.1,10.19,8.85,6.39,2.74,-2.38,-1.70,
0.101,9.80,8.91,6.42,2.74,-2.38,-1.70,
0.101,9.80,8.91,6.42,2.87,-2.58,-1.90,
0.101,9.49,8.89,6.68,2.87,-2.58,-1.90,
0.102,9.49,8.89,6.68,2.99,-2.86,-2.09,
0.119,9.05,8.72,6.81,2.99,-2.86,-2.09,
0.12,9.05,8.72,6.81,3.15,-3.21,-2.29,
0.12,9.05,8.72,6.81,3.29,-3.54,-2.49,
0.12,8.56,8.35,6.89,3.29,-3.54,-2.49,
0.121,8.18,7.95,7.36,3.29,-3.54,-2.49,
0.121,8.18,7.95,7.36,3.41,-3.76,-2.66,
0.121,7.89,7.65,8.42,3.41,-3.76,-2.66,
0.122,7.89,7.65,8.42,3.52,-3.91,-2.78,
0.122,7.60,7.41,9.97,3.52,-3.91,-2.78,
0.122,7.60,7.41,9.97,3.66,-4.07,-2.89,
0.14,7.37,7.34,11.52,3.66,-4.07,-2.89,
0.141,7.37,7.34,11.52,3.87,-4.28,-2.98,
0.141,7.37,7.34,11.52,4.17,-4.57,-3.08,
0.142,7.31,7.23,12.96,4.17,-4.57,-3.08,
0.142,7.27,6.94,14.29,4.17,-4.57,-3.08,
0.142,7.27,6.94,14.29,4.54,-4.94,-3.20,
0.143,7.27,6.94,14.29,4.98,-5.38,-3.34,
0.143,7.25,6.44,15.44,4.98,-5.38,-3.34,
0.147,7.25,6.44,15.44,5.46,-5.90,-3.51,
0.156,7.20,5.81,16.43,5.46,-5.90,-3.51,
0.157,7.20,5.81,16.43,5.98,-6.45,-3.68,
0.157,7.15,5.20,17.25,5.98,-6.45,-3.68,
0.161,7.15,5.20,17.25,6.50,-6.98,-3.87,
0.161,7.21,4.61,17.85,6.50,-6.98,-3.87,
0.161,7.21,4.61,17.85,7.01,-7.47,-4.08,
0.162,7.51,4.10,18.29,7.01,-7.47,-4.08,
0.166,7.51,4.10,18.29,7.49,-7.91,-4.32,
0.166,8.06,3.63,18.45,7.49,-7.91,-4.32,
0.177,8.57,3.02,18.33,7.49,-7.91,-4.32,
0.178,8.57,3.02,18.33,7.91,-8.28,-4.60,
0.178,8.57,3.02,18.33,8.26,-8.58,-4.91,
0.178,8.99,2.31,17.78,8.26,-8.58,-4.91,
0.18,8.99,2.31,17.78,8.53,-8.79,-5.24,
0.181,9.37,1.55,17.19,8.53,-8.79,-5.24,
0.212,9.58,0.81,16.67,8.53,-8.79,-5.24,
0.213,9.58,0.81,16.67,8.70,-8.92,-5.59,
0.213,9.58,0.81,16.67,8.78,-8.95,-5.95,
0.214,9.68,0.14,16.02,8.78,-8.95,-5.95,
0.214,9.68,0.14,16.02,8.78,-8.89,-6.29,
0.214,9.85,-0.61,15.15,8.78,-8.89,-6.29,
0.215,9.91,-1.53,14.27,8.78,-8.89,-6.29,
0.215,9.91,-1.53,14.27,8.70,-8.77,-6.62,
0.215,9.91,-1.53,14.27,8.53,-8.62,-6.94,
0.216,10.32,-2.61,13.86,8.53,-8.62,-6.94,
0.216,9.99,-3.39,13.60,8.53,-8.62,-6.94,
0.217,9.99,-3.39,13.60,8.30,-8.49,-7.24,
0.217,9.52,-3.87,13.41,8.30,-8.49,-7.24,
0.217,9.52,-3.87,13.41,8.05,-8.36,-7.51,
0.222,9.52,-3.87,13.41,7.79,-8.19,-7.74,
0.222,9.27,-4.38,13.19,7.79,-8.19,-7.74,
0.224,9.34,-4.90,13.09,7.79,-8.19,-7.74,
0.224,9.34,-4.90,13.09,7.53,-8.00,-7.93,
0.229,9.55,-5.35,13.07,7.53,-8.00,-7.93,
0.229,9.55,-5.35,13.07,7.24,-7.81,-8.09,
0.234,9.62,-5.75,12.96,7.24,-7.81,-8.09,
0.234,9.62,-5.75,12.96,6.95,-7.62,-8.23,
0.239,9.62,-5.75,12.96,6.66,-7.40,-8.36,
0.24,9.58,-6.12,12.86,6.66,-7.40,-8.36,
0.244,9.62,-6.63,12.92,6.66,-7.40,-8.36,
0.244,9.62,-6.63,12.92,6.35,-7.14,-8.45,
0.248,9.43,-7.00,13.12,6.35,-7.14,-8.45,
0.249,9.43,-7.00,13.12,6.06,-6.89,-8.52,
0.253,8.88,-7.18,13.18,6.06,-6.89,-8.52,
0.254,8.88,-7.18,13.18,5.78,-6.64,-8.58,
0.258,8.30,-7.16,13.13,5.78,-6.64,-8.58,
0.259,8.30,-7.16,13.13,5.53,-6.38,-8.60,
0.263,8.02,-7.24,13.01,5.53,-6.38,-8.60,
0.263,8.02,-7.24,13.01,5.29,-6.13,-8.59,
0.27,8.02,-7.24,13.01,5.08,-5.93,-8.57,
0.272,7.85,-7.49,12.72,5.08,-5.93,-8.57,
0.273,7.85,-7.49,12.72,4.86,-5.79,-8.52,
0.273,7.56,-7.83,12.57,4.86,-5.79,-8.52,
0.278,7.06,-8.13,12.50,4.86,-5.79,-8.52,
0.279,7.06,-8.13,12.50,4.66,-5.72,-8.45,
0.283,7.06,-8.13,12.50,4.47,-5.68,-8.37,
0.284,6.54,-8.25,12.58,4.47,-5.68,-8.37,
0.295,6.54,-8.25,12.58,4.31,-5.67,-8.26,
0.296,6.06,-8.19,12.88,4.31,-5.67,-8.26,
0.297,5.78,-7.98,13.34,4.31,-5.67,-8.26,
0.298,5.78,-7.98,13.34,4.20,-5.70,-8.12,
0.298,5.78,-7.98,13.34,4.13,-5.73,-7.97,
0.299,6.00,-7.94,13.67,4.13,-5.73,-7.97,
0.313,6.43,-8.04,13.68,4.13,-5.73,-7.97,
0.314,6.43,-8.04,13.68,4.12,-5.78,-7.84,
0.314,6.43,-8.04,13.68,4.13,-5.85,-7.72,
0.315,6.94,-8.25,13.41,4.13,-5.85,-7.72,
0.315,6.94,-8.25,13.41,4.14,-5.91,-7.63,
0.316,7.46,-8.44,12.91,4.14,-5.91,-7.63,
0.317,7.85,-8.84,11.83,4.14,-5.91,-7.63,
0.317,7.85,-8.84,11.83,4.14,-5.96,-7.55,
0.322,8.69,-9.54,9.34,4.14,-5.96,-7.55,
0.323,8.69,-9.54,9.34,4.09,-6.03,-7.47,
0.327,7.98,-8.81,10.05,4.09,-6.03,-7.47,
0.327,7.98,-8.81,10.05,3.95,-6.06,-7.43,
0.331,7.98,-8.81,10.05,3.85,-6.02,-7.41,
0.332,7.15,-7.92,11.04,3.85,-6.02,-7.41,
0.393,7.15,-7.92,11.04,3.81,-6.02,-7.36,
0.394,7.30,-7.41,10.73,3.81,-6.02,-7.36,
0.394,7.94,-7.40,9.49,3.81,-6.02,-7.36,
0.394,7.94,-7.40,9.49,3.78,-6.08,-7.29,
0.395,8.16,-7.61,8.50,3.78,-6.08,-7.29,
0.395,8.16,-7.61,8.50,3.72,-6.13,-7.25,
0.396,7.76,-7.87,7.36,3.72,-6.13,-7.25,
0.396,7.76,-7.87,7.36,3.62,-6.15,-7.23,
0.396,7.15,-7.66,6.11,3.62,-6.15,-7.23,
0.397,7.15,-7.66,6.11,3.48,-6.16,-7.21,
0.397,6.53,-7.17,4.92,3.48,-6.16,-7.21,
0.398,6.53,-7.17,4.92,3.28,-6.15,-7.15,
0.398,6.06,-6.70,3.92,3.28,-6.15,-7.15,
0.399,6.06,-6.70,3.92,3.00,-6.13,-7.04,
0.399,5.90,-6.34,3.44,3.00,-6.13,-7.04,
0.399,5.90,-6.34,3.44,2.68,-6.11,-6.88,
0.4,5.75,-6.30,3.02,2.68,-6.11,-6.88,
0.4,5.75,-6.30,3.02,2.34,-6.07,-6.71,
0.401,5.75,-6.30,3.02,2.01,-5.98,-6.54,
0.401,5.64,-6.15,2.81,2.01,-5.98,-6.54,
0.402,5.64,-6.15,2.81,1.69,-5.88,-6.35,
0.402,5.60,-5.79,2.74,1.69,-5.88,-6.35,
0.402,5.60,-5.79,2.74,1.39,-5.80,-6.16,
0.431,5.65,-5.35,1.48,1.39,-5.80,-6.16,
0.431,5.60,-4.63,2.08,1.39,-5.80,-6.16,
0.432,5.60,-4.63,2.08,1.09,-5.91,-5.95,
0.432,5.60,-4.63,2.08,0.80,-5.96,-5.74,
0.433,5.91,-4.30,2.69,0.80,-5.96,-5.74,
0.433,5.91,-4.30,2.69,0.55,-5.94,-5.56,
0.433,6.21,-4.11,3.28,0.55,-5.94,-5.56,
0.434,6.21,-4.11,3.28,0.32,-5.88,-5.41,
0.434,6.51,-4.00,3.90,0.32,-5.88,-5.41,
0.435,6.51,-4.00,3.90,0.14,-5.73,-5.26,
0.435,6.78,-3.99,4.01,0.14,-5.73,-5.26,
0.435,7.26,-4.05,3.78,0.14,-5.73,-5.26,
0.436,7.26,-4.05,3.78,-0.02,-5.53,-5.11,
0.437,7.26,-4.05,3.78,-0.17,-5.31,-4.97,
0.439,7.64,-4.14,3.40,-0.17,-5.31,-4.97,
0.44,7.64,-4.14,3.40,-0.31,-5.06,-4.87,
0.441,7.71,-4.09,3.20,-0.31,-5.06,-4.87,
0.441,7.71,-4.09,3.20,-0.45,-4.77,-4.79,
