
time,ax,ay,az,wx,wy,wz,
0.002,-0.12,0.48,0.03,-0.39,-0.67,-0.07,
0.003,-0.12,0.48,0.03,-0.38,-0.58,-0.10,
0.003,-0.12,0.48,0.03,-0.36,-0.51,-0.12,
0.003,-0.14,0.50,0.07,-0.36,-0.51,-0.12,
0.012,-0.14,0.50,0.07,-0.34,-0.44,-0.15,
0.013,-0.26,0.47,-0.01,-0.34,-0.44,-0.15,
0.015,-0.40,0.45,-0.16,-0.34,-0.44,-0.15,
0.016,-0.40,0.45,-0.16,-0.32,-0.38,-0.17,
0.025,-0.40,0.45,-0.16,-0.31,-0.32,-0.18,
0.026,-0.54,0.46,-0.30,-0.31,-0.32,-0.18,
0.027,-0.83,0.50,-0.44,-0.31,-0.32,-0.18,
0.027,-0.83,0.50,-0.44,-0.30,-0.28,-0.19,
0.038,-0.83,0.50,-0.44,-0.29,-0.24,-0.18,
0.039,-1.08,0.53,-0.57,-0.29,-0.24,-0.18,
0.039,-1.30,0.63,-0.68,-0.29,-0.24,-0.18,
0.039,-1.30,0.63,-0.68,-0.28,-0.22,-0.17,
0.04,-1.39,0.68,-0.79,-0.28,-0.22,-0.17,
0.04,-1.39,0.68,-0.79,-0.27,-0.20,-0.13,
0.042,-1.39,0.68,-0.79,-0.26,-0.19,-0.09,
0.043,-1.45,0.75,-0.93,-0.26,-0.19,-0.09,
0.051,-1.45,0.81,-1.14,-0.26,-0.19,-0.09,
0.052,-1.45,0.81,-1.14,-0.25,-0.19,-0.05,
0.052,-1.45,0.81,-1.14,-0.23,-0.19,-0.01,
0.052,-1.40,0.89,-1.38,-0.23,-0.19,-0.01,
0.057,-1.37,0.99,-1.53,-0.23,-0.19,-0.01,
0.057,-1.37,0.99,-1.53,-0.23,-0.20,0.04,
0.064,-1.37,0.99,-1.53,-0.22,-0.23,0.08,
0.064,-1.39,1.12,-1.59,-0.22,-0.23,0.08,
0.066,-1.41,1.19,-1.61,-0.22,-0.23,0.08,
0.067,-1.41,1.19,-1.61,-0.21,-0.27,0.13,
0.071,-1.46,1.23,-1.58,-0.21,-0.27,0.13,
0.072,-1.46,1.23,-1.58,-0.19,-0.31,0.19,
0.076,-1.46,1.23,-1.58,-0.15,-0.35,0.26,
0.077,-1.44,1.35,-1.64,-0.15,-0.35,0.26,
0.082,-1.44,1.35,-1.64,-0.11,-0.39,0.32,
0.082,-1.42,1.45,-1.79,-0.11,-0.39,0.32,
0.086,-1.44,1.51,-1.98,-0.11,-0.39,0.32,
0.087,-1.44,1.51,-1.98,-0.07,-0.43,0.38,
0.091,-1.50,1.57,-2.24,-0.07,-0.43,0.38,
0.091,-1.50,1.57,-2.24,-0.03,-0.46,0.44,
0.104,-1.60,1.55,-2.50,-0.03,-0.46,0.44,
0.104,-1.60,1.55,-2.50,-0.01,-0.49,0.50,
0.105,-1.60,1.55,-2.50,0.01,-0.51,0.57,
0.105,-1.54,1.56,-2.61,0.01,-0.51,0.57,
0.106,-1.54,1.56,-2.61,0.03,-0.53,0.63,
0.106,-1.34,1.57,-2.70,0.03,-0.53,0.63,
0.112,-0.80,1.71,-2.68,0.03,-0.53,0.63,
0.113,-0.80,1.71,-2.68,0.04,-0.55,0.68,
0.117,-0.01,1.90,-2.64,0.04,-0.55,0.68,
0.125,-0.01,1.90,-2.64,0.05,-0.57,0.70,
0.126,-0.01,1.90,-2.64,0.06,-0.60,0.69,
0.126,0.84,2.12,-2.63,0.06,-0.60,0.69,
0.126,0.84,2.12,-2.63,0.06,-0.63,0.64,
0.127,1.54,2.27,-2.69,0.06,-0.63,0.64,
0.138,1.93,2.38,-2.78,0.06,-0.63,0.64,
0.139,1.93,2.38,-2.78,0.05,-0.64,0.55,
0.139,2.09,2.43,-2.82,0.05,-0.64,0.55,
0.14,2.09,2.43,-2.82,0.01,-0.63,0.45,
0.141,1.99,2.52,-2.91,0.01,-0.63,0.45,
0.142,1.99,2.52,-2.91,-0.04,-0.61,0.34,
0.146,1.99,2.52,-2.91,-0.10,-0.57,0.23,
0.147,1.67,2.48,-2.94,-0.10,-0.57,0.23,
0.15,1.22,2.44,-2.93,-0.10,-0.57,0.23,
0.151,1.22,2.44,-2.93,-0.18,-0.54,0.14,
0.155,0.80,2.30,-2.89,-0.18,-0.54,0.14,
0.156,0.80,2.30,-2.89,-0.26,-0.52,0.08,
0.159,0.48,2.16,-2.81,-0.26,-0.52,0.08,
0.16,0.48,2.16,-2.81,-0.34,-0.52,0.03,
0.165,0.32,1.99,-2.59,-0.34,-0.52,0.03,
0.165,0.32,1.99,-2.59,-0.42,-0.52,0.01,
0.17,0.21,1.86,-2.24,-0.42,-0.52,0.01,
0.171,0.21,1.86,-2.24,-0.49,-0.53,-0.01,
0.174,0.10,1.72,-1.77,-0.49,-0.53,-0.01,
0.175,0.10,1.72,-1.77,-0.55,-0.56,-0.02,
0.189,-0.06,1.65,-1.19,-0.55,-0.56,-0.02,
0.191,-0.06,1.65,-1.19,-0.59,-0.61,-0.02,
0.191,-0.06,1.65,-1.19,-0.60,-0.67,-0.02,
0.192,-0.25,1.56,-0.57,-0.60,-0.67,-0.02,
0.193,-0.38,1.46,-0.06,-0.60,-0.67,-0.02,
0.194,-0.38,1.46,-0.06,-0.59,-0.74,-0.01,
0.195,-0.52,1.34,0.48,-0.59,-0.74,-0.01,
0.195,-0.52,1.34,0.48,-0.55,-0.80,0.01,
0.198,-0.61,1.20,0.89,-0.55,-0.80,0.01,
0.199,-0.61,1.20,0.89,-0.48,-0.86,0.03,
0.221,-0.61,1.20,0.89,-0.40,-0.91,0.06,
0.222,-0.57,1.08,1.14,-0.40,-0.91,0.06,
0.223,-0.57,1.08,1.14,-0.33,-0.95,0.08,
0.223,-0.52,0.97,1.23,-0.33,-0.95,0.08,
0.224,-0.50,0.81,1.24,-0.33,-0.95,0.08,
0.224,-0.50,0.81,1.24,-0.26,-0.99,0.11,
0.225,-0.62,0.65,1.29,-0.26,-0.99,0.11,
0.225,-0.62,0.65,1.29,-0.22,-1.00,0.13,
0.226,-0.62,0.65,1.29,-0.18,-0.99,0.15,
0.226,-0.83,0.50,1.35,-0.18,-0.99,0.15,
0.232,-1.13,0.33,1.48,-0.18,-0.99,0.15,
0.233,-1.13,0.33,1.48,-0.16,-0.95,0.18,
0.234,-1.13,0.33,1.48,-0.13,-0.89,0.22,
0.234,-1.37,0.28,1.74,-0.13,-0.89,0.22,
0.238,-1.36,0.29,1.94,-0.13,-0.89,0.22,
0.239,-1.36,0.29,1.94,-0.10,-0.83,0.28,
0.242,-1.36,0.29,1.94,-0.06,-0.77,0.33,
0.243,-1.13,0.40,2.08,-0.06,-0.77,0.33,
0.248,-0.83,0.52,2.07,-0.06,-0.77,0.33,
0.249,-0.83,0.52,2.07,-0.01,-0.69,0.36,
0.252,-0.66,0.60,1.89,-0.01,-0.69,0.36,
0.253,-0.66,0.60,1.89,0.04,-0.62,0.37,
0.257,-0.69,0.68,1.62,0.04,-0.62,0.37,
0.257,-0.69,0.68,1.62,0.08,-0.57,0.36,
0.263,-0.90,0.68,1.23,0.08,-0.57,0.36,
0.264,-0.90,0.68,1.23,0.13,-0.54,0.35,
0.267,-1.22,0.82,0.74,0.13,-0.54,0.35,
0.268,-1.22,0.82,0.74,0.16,-0.54,0.34,
0.272,-1.39,0.91,0.19,0.16,-0.54,0.34,
0.272,-1.39,0.91,0.19,0.18,-0.56,0.34,
0.277,-1.39,0.91,0.19,0.19,-0.60,0.35,
0.277,-1.51,0.95,-0.31,0.19,-0.60,0.35,
0.282,-1.51,0.95,-0.31,0.18,-0.67,0.35,
0.283,-1.58,0.94,-0.76,0.18,-0.67,0.35,
0.287,-1.58,0.94,-0.76,0.15,-0.76,0.36,
0.287,-1.63,1.01,-0.94,0.15,-0.76,0.36,
0.292,-1.64,1.22,-1.07,0.15,-0.76,0.36,
0.292,-1.64,1.22,-1.07,0.13,-0.86,0.37,
0.307,-1.71,1.49,-1.12,0.13,-0.86,0.37,
0.308,-1.71,1.49,-1.12,0.11,-0.99,0.37,
0.308,-1.71,1.49,-1.12,0.08,-1.11,0.37,
0.309,-1.87,1.75,-1.07,0.08,-1.11,0.37,
0.309,-2.04,1.96,-1.01,0.08,-1.11,0.37,
0.31,-2.04,1.96,-1.01,0.07,-1.24,0.37,
0.314,-2.19,2.08,-0.85,0.07,-1.24,0.37,
0.315,-2.19,2.08,-0.85,0.06,-1.37,0.37,
0.318,-2.19,2.08,-0.85,0.06,-1.50,0.38,
0.319,-2.38,2.14,-0.64,0.06,-1.50,0.38,
0.321,-2.38,2.14,-0.64,0.08,-1.64,0.38,
0.322,-2.65,2.25,-0.41,0.08,-1.64,0.38,
0.326,-2.98,2.31,-0.17,0.08,-1.64,0.38,
0.327,-2.98,2.31,-0.17,0.11,-1.79,0.40,
0.34,-3.41,2.48,0.18,0.11,-1.79,0.40,
0.341,-3.41,2.48,0.18,0.17,-1.96,0.42,
0.341,-3.41,2.48,0.18,0.26,-2.14,0.46,
0.342,-3.82,2.69,0.44,0.26,-2.14,0.46,
0.342,-4.31,2.90,0.57,0.26,-2.14,0.46,
0.343,-4.31,2.90,0.57,0.38,-2.36,0.50,
0.352,-4.76,3.12,0.52,0.38,-2.36,0.50,
0.353,-4.76,3.12,0.52,0.52,-2.61,0.55,
0.354,-5.10,3.32,0.33,0.52,-2.61,0.55,
0.354,-5.10,3.32,0.33,0.66,-2.88,0.62,
0.355,-5.22,3.57,-0.03,0.66,-2.88,0.62,
0.355,-5.22,3.57,-0.03,0.80,-3.15,0.68,
0.36,-5.22,3.57,-0.03,0.92,-3.40,0.75,
0.403,-5.27,3.83,-0.42,0.92,-3.40,0.75,
0.404,-5.27,3.83,-0.42,1.00,-3.62,0.82,
0.404,-5.33,4.02,-0.95,1.00,-3.62,0.82,
0.405,-5.45,4.14,-1.64,1.00,-3.62,0.82,
0.405,-5.45,4.14,-1.64,1.06,-3.84,0.88,
0.406,-5.58,4.23,-2.21,1.06,-3.84,0.88,
0.406,-5.58,4.23,-2.21,1.09,-4.05,0.94,
0.407,-5.79,4.27,-2.52,1.09,-4.05,0.94,
0.408,-5.79,4.27,-2.52,1.08,-4.24,1.00,
0.408,-5.79,4.27,-2.52,1.06,-4.43,1.07,
0.409,-5.92,4.20,-2.47,1.06,-4.43,1.07,
0.409,-6.00,4.05,-2.14,1.06,-4.43,1.07,
0.41,-6.00,4.05,-2.14,1.03,-4.61,1.13,
0.41,-6.00,4.05,-2.14,1.02,-4.79,1.20,
0.411,-6.16,3.80,-1.66,1.02,-4.79,1.20,
0.411,-6.16,3.80,-1.66,1.05,-4.99,1.28,
0.412,-6.53,3.47,-1.04,1.05,-4.99,1.28,
0.412,-7.07,3.15,-0.43,1.05,-4.99,1.28,
0.413,-7.07,3.15,-0.43,1.12,-5.21,1.37,
0.413,-7.07,3.15,-0.43,1.25,-5.46,1.48,
0.414,-7.59,2.86,0.02,1.25,-5.46,1.48,
0.414,-8.19,2.63,0.35,1.25,-5.46,1.48,
0.415,-8.19,2.63,0.35,1.40,-5.71,1.63,
0.454,-8.19,2.63,0.35,1.57,-5.94,1.79,
0.455,-8.53,2.45,0.47,1.57,-5.94,1.79,
0.455,-8.37,2.43,0.46,1.57,-5.94,1.79,
0.456,-8.37,2.43,0.46,1.74,-6.16,1.96,
0.456,-6.91,2.16,0.76,1.74,-6.16,1.96,
0.456,-6.91,2.16,0.76,1.89,-6.38,2.11,
0.457,-6.91,2.16,0.76,2.01,-6.62,2.19,
0.457,-6.12,2.27,1.29,2.01,-6.62,2.19,
0.457,-5.97,2.90,1.52,2.01,-6.62,2.19,
0.458,-5.97,2.90,1.52,2.13,-6.81,2.19,
0.458,-5.97,2.90,1.52,2.23,-6.87,2.17,
0.459,-5.78,3.69,1.58,2.23,-6.87,2.17,
0.459,-5.25,4.27,1.52,2.23,-6.87,2.17,
0.461,-5.25,4.27,1.52,2.30,-6.81,2.13,
0.462,-5.25,4.27,1.52,2.31,-6.68,2.07,
0.463,-4.54,4.55,1.16,2.31,-6.68,2.07,
0.464,-4.54,4.55,1.16,2.24,-6.50,1.99,
0.464,-2.78,4.06,1.34,2.24,-6.50,1.99,
0.464,-1.16,3.31,1.89,2.24,-6.50,1.99,
0.465,-1.16,3.31,1.89,2.12,-6.35,1.84,
0.473,-1.16,3.31,1.89,1.98,-6.23,1.64,
0.473,-0.37,2.84,2.40,1.98,-6.23,1.64,
0.474,-0.37,2.58,2.77,1.98,-6.23,1.64,
0.474,-0.37,2.58,2.77,1.85,-6.10,1.41,
0.477,-0.37,2.58,2.77,1.74,-5.95,1.22,
0.477,-0.74,2.20,3.00,1.74,-5.95,1.22,
0.481,-0.74,2.20,3.00,1.63,-5.82,1.08,
0.482,-0.99,1.62,3.17,1.63,-5.82,1.08,
0.487,-0.93,0.88,3.35,1.63,-5.82,1.08,
0.487,-0.93,0.88,3.35,1.51,-5.74,1.00,
0.492,-0.93,0.88,3.35,1.37,-5.69,0.95,
0.492,-0.14,0.12,3.84,1.37,-5.69,0.95,
0.504,-0.14,0.12,3.84,1.23,-5.69,0.92,
0.505,0.98,-0.51,5.10,1.23,-5.69,0.92,
0.505,0.98,-0.51,5.10,1.10,-5.70,0.88,
0.505,1.20,-0.93,5.65,1.10,-5.70,0.88,
0.506,1.47,-1.04,6.74,1.10,-5.70,0.88,
0.507,1.47,-1.04,6.74,0.98,-5.62,0.86,
0.511,1.47,-1.04,6.74,0.87,-5.53,0.88,
0.511,1.75,-1.32,7.87,0.87,-5.53,0.88,
0.516,2.18,-1.85,8.87,0.87,-5.53,0.88,
0.516,2.18,-1.85,8.87,0.77,-5.40,0.95,
0.521,2.18,-1.85,8.87,0.68,-5.16,1.03,
0.522,2.44,-2.34,9.92,0.68,-5.16,1.03,
0.526,2.44,-2.34,9.92,0.60,-4.77,1.11,
0.526,2.12,-2.87,10.93,0.60,-4.77,1.11,
0.537,2.63,-2.97,12.61,0.60,-4.77,1.11,
0.538,2.63,-2.97,12.61,0.53,-4.22,1.18,
0.538,3.84,-2.96,14.66,0.53,-4.22,1.18,
0.538,3.84,-2.96,14.66,0.49,-3.67,1.27,
0.54,5.25,-3.26,16.39,0.49,-3.67,1.27,
0.541,5.25,-3.26,16.39,0.54,-3.22,1.36,
0.545,6.65,-3.60,17.68,0.54,-3.22,1.36,
0.546,6.65,-3.60,17.68,0.70,-2.88,1.42,
0.562,8.08,-3.81,18.45,0.70,-2.88,1.42,
0.562,8.08,-3.81,18.45,0.95,-2.64,1.42,
0.563,9.64,-3.82,18.64,0.95,-2.64,1.42,
0.563,9.64,-3.82,18.64,1.26,-2.47,1.35,
0.564,10.91,-3.72,18.45,1.26,-2.47,1.35,
0.564,10.91,-3.72,18.45,1.58,-2.37,1.21,
0.565,11.79,-3.54,18.11,1.58,-2.37,1.21,
0.565,11.79,-3.54,18.11,1.88,-2.29,1.00,
0.569,12.30,-3.36,17.72,1.88,-2.29,1.00,
0.57,12.30,-3.36,17.72,2.14,-2.20,0.75,
0.574,12.44,-3.19,17.27,2.14,-2.20,0.75,
0.575,12.44,-3.19,17.27,2.36,-2.10,0.45,
0.588,12.08,-3.12,16.55,2.36,-2.10,0.45,
0.589,12.08,-3.12,16.55,2.55,-1.99,0.12,
0.589,12.08,-3.12,16.55,2.69,-1.88,-0.21,
0.59,11.30,-3.30,15.70,2.69,-1.88,-0.21,
0.59,10.31,-3.66,14.75,2.69,-1.88,-0.21,
0.59,10.31,-3.66,14.75,2.79,-1.77,-0.52,
0.594,10.31,-3.66,14.75,2.83,-1.66,-0.79,
0.594,9.19,-4.21,13.84,2.83,-1.66,-0.79,
0.606,8.16,-4.89,13.20,2.83,-1.66,-0.79,
0.607,8.16,-4.89,13.20,2.80,-1.56,-0.99,
0.607,8.16,-4.89,13.20,2.74,-1.46,-1.13,
