
time,ax,ay,az,wx,wy,wz,
0.002,0.71,-0.16,0.23,-0.50,-0.78,-0.32,
0.003,0.71,-0.16,0.23,-0.47,-0.72,-0.38,
0.004,0.57,-0.04,0.17,-0.47,-0.72,-0.38,
0.004,0.57,-0.04,0.17,-0.45,-0.64,-0.45,
0.005,0.44,0.06,0.13,-0.45,-0.64,-0.45,
0.005,0.44,0.06,0.13,-0.43,-0.57,-0.50,
0.012,0.24,0.12,-0.04,-0.43,-0.57,-0.50,
0.013,0.24,0.12,-0.04,-0.41,-0.51,-0.55,
0.015,0.24,0.12,-0.04,-0.40,-0.44,-0.59,
0.015,-0.02,0.14,-0.28,-0.40,-0.44,-0.59,
0.019,-0.33,0.12,-0.57,-0.40,-0.44,-0.59,
0.019,-0.33,0.12,-0.57,-0.40,-0.37,-0.62,
0.031,-0.33,0.12,-0.57,-0.43,-0.31,-0.65,
0.031,-0.59,0.04,-0.85,-0.43,-0.31,-0.65,
0.032,-0.59,0.04,-0.85,-0.47,-0.27,-0.67,
0.032,-0.86,0.07,-1.07,-0.47,-0.27,-0.67,
0.033,-1.18,0.01,-1.19,-0.47,-0.27,-0.67,
0.033,-1.18,0.01,-1.19,-0.53,-0.23,-0.67,
0.105,-1.18,0.01,-1.19,-0.60,-0.22,-0.65,
0.106,-1.39,-0.01,-1.20,-0.60,-0.22,-0.65,
0.106,-1.39,-0.01,-1.20,-0.66,-0.24,-0.63,
0.106,-1.54,-0.03,-1.04,-0.66,-0.24,-0.63,
0.107,-1.54,-0.03,-1.04,-0.71,-0.27,-0.60,
0.107,-1.53,-0.05,-0.80,-0.71,-0.27,-0.60,
0.107,-1.47,-0.12,-0.46,-0.71,-0.27,-0.60,
0.108,-1.47,-0.12,-0.46,-0.75,-0.31,-0.56,
0.108,-1.47,-0.12,-0.46,-0.76,-0.36,-0.53,
0.109,-1.47,-0.22,-0.16,-0.76,-0.36,-0.53,
0.109,-1.45,-0.29,0.23,-0.76,-0.36,-0.53,
0.109,-1.45,-0.29,0.23,-0.77,-0.41,-0.49,
0.11,-1.45,-0.29,0.23,-0.76,-0.45,-0.45,
0.11,-1.47,-0.34,0.62,-0.76,-0.45,-0.45,
0.11,-1.43,-0.38,1.02,-0.76,-0.45,-0.45,
0.111,-1.43,-0.38,1.02,-0.72,-0.49,-0.42,
0.111,-1.40,-0.41,1.26,-0.72,-0.49,-0.42,
0.112,-1.40,-0.41,1.26,-0.67,-0.53,-0.37,
0.112,-1.31,-0.37,1.38,-0.67,-0.53,-0.37,
0.112,-1.31,-0.37,1.38,-0.60,-0.59,-0.33,
0.113,-1.30,-0.32,1.47,-0.60,-0.59,-0.33,
0.113,-1.30,-0.32,1.47,-0.50,-0.65,-0.29,
0.113,-1.19,-0.28,1.60,-0.50,-0.65,-0.29,
0.114,-1.19,-0.28,1.60,-0.40,-0.71,-0.26,
0.114,-1.03,-0.26,1.75,-0.40,-0.71,-0.26,
0.114,-1.03,-0.26,1.75,-0.30,-0.73,-0.22,
0.115,-0.90,-0.25,1.70,-0.30,-0.73,-0.22,
0.115,-0.90,-0.25,1.70,-0.19,-0.75,-0.19,
0.116,-0.90,-0.25,1.70,-0.07,-0.76,-0.17,
0.116,-0.85,-0.24,1.57,-0.07,-0.76,-0.17,
0.116,-0.85,-0.24,1.57,0.05,-0.76,-0.15,
0.117,-0.93,-0.23,1.41,0.05,-0.76,-0.15,
0.117,-1.02,-0.21,1.16,0.05,-0.76,-0.15,
0.117,-1.02,-0.21,1.16,0.15,-0.76,-0.12,
0.135,-1.02,-0.21,1.16,0.25,-0.77,-0.10,
0.135,-1.06,-0.15,0.83,0.25,-0.77,-0.10,
0.136,-1.08,-0.03,0.41,0.25,-0.77,-0.10,
0.136,-1.08,-0.03,0.41,0.32,-0.77,-0.07,
0.136,-1.08,-0.03,0.41,0.39,-0.79,-0.05,
0.137,-1.11,0.11,-0.01,0.39,-0.79,-0.05,
0.137,-1.17,0.28,-0.43,0.39,-0.79,-0.05,
0.137,-1.17,0.28,-0.43,0.44,-0.81,-0.03,
0.185,-1.27,0.40,-0.88,0.44,-0.81,-0.03,
0.186,-1.27,0.40,-0.88,0.47,-0.85,-0.01,
0.187,-1.27,0.40,-0.88,0.48,-0.90,-0.01,
0.187,-1.36,0.46,-1.34,0.48,-0.90,-0.01,
0.188,-1.44,0.55,-1.75,0.48,-0.90,-0.01,
0.189,-1.44,0.55,-1.75,0.48,-0.96,0.00,
0.19,-1.44,0.55,-1.75,0.45,-1.02,0.02,
0.19,-1.16,0.82,-1.89,0.45,-1.02,0.02,
0.19,-1.16,0.82,-1.89,0.42,-1.12,0.04,
0.191,-1.15,0.91,-2.05,0.42,-1.12,0.04,
0.192,-1.48,0.69,-2.34,0.42,-1.12,0.04,
0.192,-1.48,0.69,-2.34,0.39,-1.23,0.07,
0.192,-1.46,0.62,-2.62,0.39,-1.23,0.07,
0.193,-1.46,0.62,-2.62,0.35,-1.33,0.08,
0.193,-1.44,0.61,-2.64,0.35,-1.33,0.08,
0.194,-1.44,0.61,-2.64,0.30,-1.39,0.08,
0.194,-0.96,0.59,-2.65,0.30,-1.39,0.08,
0.195,-0.96,0.59,-2.65,0.24,-1.41,0.08,
0.195,-0.02,0.71,-2.95,0.24,-1.41,0.08,
0.195,-0.02,0.71,-2.95,0.18,-1.45,0.08,
0.196,-0.02,0.71,-2.95,0.11,-1.58,0.06,
0.196,-0.36,0.97,-2.45,0.11,-1.58,0.06,
0.197,-0.36,0.97,-2.45,0.08,-1.67,0.03,
0.197,-1.15,1.10,-1.81,0.08,-1.67,0.03,
0.204,-1.15,1.10,-1.81,0.08,-1.73,0.02,
0.204,-1.72,0.99,-1.43,0.08,-1.73,0.02,
0.205,-1.97,0.67,-1.43,0.08,-1.73,0.02,
0.205,-1.97,0.67,-1.43,0.07,-1.76,0.01,
0.216,-2.11,0.39,-1.52,0.07,-1.76,0.01,
0.217,-2.11,0.39,-1.52,0.03,-1.78,0.04,
0.217,-2.11,0.39,-1.52,-0.02,-1.81,0.09,
0.217,-2.14,0.24,-1.40,-0.02,-1.81,0.09,
0.218,-2.14,0.24,-1.40,-0.07,-1.83,0.17,
0.218,-2.09,0.18,-1.10,-0.07,-1.83,0.17,
0.351,-1.88,0.27,-0.54,-0.07,-1.83,0.17,
0.353,-1.88,0.27,-0.54,-0.11,-1.79,0.24,
0.354,-1.88,0.27,-0.54,-0.11,-1.70,0.29,
0.356,-1.88,0.27,-0.54,-0.09,-1.55,0.31,
0.357,-1.50,0.38,0.03,-0.09,-1.55,0.31,
0.358,-1.14,0.41,0.33,-0.09,-1.55,0.31,
0.413,-1.14,0.41,0.33,-0.06,-1.38,0.30,
0.414,-0.91,0.33,0.59,-0.06,-1.38,0.30,
0.414,-1.14,-0.36,0.52,-0.06,-1.38,0.30,
0.414,-1.14,-0.36,0.52,-0.00,-1.25,0.30,
0.415,-1.04,-0.06,0.79,-0.00,-1.25,0.30,
0.415,-1.04,-0.06,0.79,0.12,-1.40,0.34,
0.416,-0.82,0.38,0.89,0.12,-1.40,0.34,
0.416,-0.82,0.38,0.89,0.26,-1.60,0.37,
0.416,-0.56,0.90,1.24,0.26,-1.60,0.37,
0.417,-0.56,0.90,1.24,0.36,-1.71,0.34,
0.417,-0.56,0.90,1.24,0.46,-1.67,0.29,
0.417,-0.40,1.13,1.53,0.46,-1.67,0.29,
0.418,-0.40,1.13,1.53,0.57,-1.55,0.24,
0.418,-0.29,0.99,1.41,0.57,-1.55,0.24,
0.418,-0.29,0.99,1.41,0.66,-1.41,0.21,
0.419,-0.14,0.58,0.84,0.66,-1.41,0.21,
0.419,-0.14,0.58,0.84,0.73,-1.26,0.20,
0.42,0.00,0.18,0.03,0.73,-1.26,0.20,
0.42,0.13,-0.10,-0.80,0.73,-1.26,0.20,
0.42,0.13,-0.10,-0.80,0.76,-1.14,0.19,
0.42,0.07,-0.15,-1.52,0.76,-1.14,0.19,
0.421,0.07,-0.15,-1.52,0.77,-1.06,0.18,
0.421,-0.23,0.01,-2.05,0.77,-1.06,0.18,
0.422,-0.23,0.01,-2.05,0.76,-1.05,0.15,
0.422,-0.81,0.22,-2.39,0.76,-1.05,0.15,
0.422,-0.81,0.22,-2.39,0.76,-1.09,0.11,
0.423,-0.81,0.22,-2.39,0.77,-1.18,0.08,
0.423,-1.32,0.41,-2.81,0.77,-1.18,0.08,
0.424,-1.32,0.41,-2.81,0.77,-1.31,0.07,
0.424,-1.81,0.53,-3.22,0.77,-1.31,0.07,
0.424,-2.31,0.62,-3.64,0.77,-1.31,0.07,
0.425,-2.31,0.62,-3.64,0.75,-1.49,0.08,
0.425,-2.54,0.58,-4.06,0.75,-1.49,0.08,
0.425,-2.54,0.58,-4.06,0.70,-1.72,0.10,
0.426,-1.98,0.20,-5.11,0.70,-1.72,0.10,
0.426,-1.98,0.20,-5.11,0.61,-1.98,0.13,
0.426,-2.86,1.07,-4.06,0.61,-1.98,0.13,
0.427,-2.86,1.07,-4.06,0.47,-2.25,0.14,
0.427,-3.72,1.74,-3.56,0.47,-2.25,0.14,
