
time,ax,ay,az,wx,wy,wz,
0.002,0.27,1.33,1.24,-0.35,-0.52,-0.25,
0.002,0.26,1.20,1.53,-0.35,-0.52,-0.25,
0.003,0.26,1.20,1.53,-0.28,-0.48,-0.30,
0.003,0.08,1.09,1.79,-0.28,-0.48,-0.30,
0.01,0.08,1.09,1.79,-0.20,-0.43,-0.34,
0.011,-0.25,0.97,1.89,-0.20,-0.43,-0.34,
0.012,-0.66,0.86,1.85,-0.20,-0.43,-0.34,
0.013,-0.66,0.86,1.85,-0.11,-0.39,-0.37,
0.017,-0.66,0.86,1.85,-0.02,-0.32,-0.37,
0.018,-1.05,0.76,1.63,-0.02,-0.32,-0.37,
0.022,-1.48,0.67,1.31,-0.02,-0.32,-0.37,
0.022,-1.48,0.67,1.31,0.05,-0.24,-0.34,
0.027,-1.48,0.67,1.31,0.11,-0.15,-0.29,
0.028,-1.78,0.64,1.00,0.11,-0.15,-0.29,
0.032,-1.78,0.64,1.00,0.15,-0.07,-0.22,
0.033,-1.95,0.66,0.67,0.15,-0.07,-0.22,
0.037,-2.21,0.72,0.37,0.15,-0.07,-0.22,
0.037,-2.21,0.72,0.37,0.17,0.01,-0.16,
0.05,-2.51,0.82,0.24,0.17,0.01,-0.16,
0.051,-2.51,0.82,0.24,0.18,0.07,-0.09,
0.052,-2.75,0.85,0.20,0.18,0.07,-0.09,
0.052,-2.75,0.85,0.20,0.19,0.13,-0.02,
0.053,-2.90,0.96,0.17,0.19,0.13,-0.02,
0.053,-2.90,0.96,0.17,0.21,0.15,0.05,
0.056,-2.90,0.96,0.17,0.25,0.16,0.12,
0.057,-2.95,1.05,0.04,0.25,0.16,0.12,
0.094,-2.95,1.22,-0.13,0.25,0.16,0.12,
0.095,-2.95,1.22,-0.13,0.28,0.15,0.18,
0.095,-2.86,1.37,-0.29,0.28,0.15,0.18,
0.095,-2.86,1.37,-0.29,0.31,0.11,0.23,
0.096,-2.86,1.37,-0.29,0.34,0.08,0.27,
0.096,-2.73,1.54,-0.54,0.34,0.08,0.27,
0.096,-2.73,1.54,-0.54,0.35,0.05,0.30,
0.097,-2.60,1.67,-0.82,0.35,0.05,0.30,
0.097,-2.60,1.67,-0.82,0.35,0.03,0.31,
0.097,-2.47,1.74,-1.13,0.35,0.03,0.31,
0.102,-2.44,1.78,-1.38,0.35,0.03,0.31,
0.102,-2.44,1.78,-1.38,0.33,0.02,0.32,
0.103,-2.50,1.77,-1.47,0.33,0.02,0.32,
0.103,-2.50,1.77,-1.47,0.28,-0.00,0.32,
0.104,-2.50,1.77,-1.47,0.23,-0.02,0.33,
0.104,-2.58,1.78,-1.45,0.23,-0.02,0.33,
0.105,-2.58,1.78,-1.45,0.18,-0.04,0.35,
0.105,-2.54,1.87,-1.29,0.18,-0.04,0.35,
0.106,-2.35,1.95,-1.11,0.18,-0.04,0.35,
0.106,-2.35,1.95,-1.11,0.14,-0.06,0.36,
0.111,-2.15,2.06,-0.86,0.14,-0.06,0.36,
0.112,-2.15,2.06,-0.86,0.09,-0.08,0.37,
0.115,-1.93,2.07,-0.60,0.09,-0.08,0.37,
0.115,-1.93,2.07,-0.60,0.06,-0.08,0.36,
0.119,-1.77,2.02,-0.35,0.06,-0.08,0.36,
0.12,-1.77,2.02,-0.35,0.03,-0.09,0.33,
0.127,-1.77,2.02,-0.35,0.01,-0.09,0.29,
0.128,-1.68,1.88,-0.11,0.01,-0.09,0.29,
0.129,-1.68,1.88,-0.11,0.00,-0.07,0.26,
0.13,-1.73,1.70,0.04,0.00,-0.07,0.26,
0.134,-1.73,1.70,0.04,-0.01,-0.02,0.23,
0.135,-1.97,1.52,0.19,-0.01,-0.02,0.23,
0.139,-2.18,1.36,0.29,-0.01,-0.02,0.23,
0.14,-2.18,1.36,0.29,-0.01,0.03,0.23,
0.144,-2.35,1.29,0.40,-0.01,0.03,0.23,
0.145,-2.35,1.29,0.40,-0.01,0.09,0.24,
0.149,-2.39,1.28,0.55,-0.01,0.09,0.24,
0.149,-2.39,1.28,0.55,-0.01,0.14,0.27,
0.154,-2.37,1.28,0.76,-0.01,0.14,0.27,
0.154,-2.37,1.28,0.76,-0.00,0.19,0.29,
0.167,-2.32,1.34,0.94,-0.00,0.19,0.29,
0.168,-2.32,1.34,0.94,0.02,0.22,0.31,
0.168,-2.17,1.34,1.07,0.02,0.22,0.31,
0.168,-2.17,1.34,1.07,0.05,0.25,0.32,
0.168,-2.17,1.34,1.07,0.10,0.26,0.33,
0.169,-2.05,1.38,1.15,0.10,0.26,0.33,
0.173,-1.86,1.41,1.09,0.10,0.26,0.33,
0.173,-1.86,1.41,1.09,0.16,0.27,0.33,
0.178,-1.86,1.41,1.09,0.21,0.27,0.32,
0.179,-1.76,1.40,1.00,0.21,0.27,0.32,
0.183,-1.76,1.40,1.00,0.27,0.29,0.31,
0.183,-1.73,1.39,0.93,0.27,0.29,0.31,
0.188,-1.69,1.36,0.87,0.27,0.29,0.31,
0.189,-1.69,1.36,0.87,0.32,0.31,0.30,
0.216,-1.69,1.36,0.87,0.37,0.33,0.29,
0.217,-1.70,1.38,0.76,0.37,0.33,0.29,
0.217,-1.75,1.34,0.66,0.37,0.33,0.29,
0.218,-1.75,1.34,0.66,0.42,0.34,0.29,
0.218,-1.75,1.34,0.66,0.46,0.34,0.29,
0.218,-1.82,1.38,0.57,0.46,0.34,0.29,
0.219,-1.81,1.41,0.53,0.46,0.34,0.29,
0.219,-1.81,1.41,0.53,0.49,0.32,0.29,
0.219,-1.79,1.44,0.49,0.49,0.32,0.29,
0.219,-1.79,1.44,0.49,0.52,0.30,0.29,
0.22,-1.79,1.44,0.49,0.55,0.28,0.29,
0.22,-1.75,1.47,0.45,0.55,0.28,0.29,
0.225,-1.75,1.47,0.45,0.57,0.27,0.30,
0.226,-1.79,1.46,0.33,0.57,0.27,0.30,
0.234,-1.78,1.43,0.26,0.57,0.27,0.30,
0.235,-1.78,1.43,0.26,0.58,0.25,0.31,
0.235,-1.78,1.43,0.26,0.60,0.23,0.32,
0.235,-1.85,1.38,0.20,0.60,0.23,0.32,
0.236,-1.85,1.38,0.20,0.61,0.20,0.33,
0.237,-1.86,1.35,0.19,0.61,0.20,0.33,
0.25,-1.86,1.35,0.19,0.62,0.17,0.34,
0.251,-1.83,1.30,0.19,0.62,0.17,0.34,
0.251,-1.83,1.30,0.19,0.62,0.14,0.35,
0.252,-1.78,1.28,0.23,0.62,0.14,0.35,
