
time,ax,ay,az,wx,wy,wz,
0.001,-0.56,0.31,0.40,1.01,-1.03,0.09,
0.002,-0.73,0.17,0.42,1.01,-1.03,0.09,
0.002,-0.73,0.17,0.42,0.98,-1.01,0.08,
0.002,-1.00,0.01,0.36,0.98,-1.01,0.08,
0.007,-1.00,0.01,0.36,0.96,-0.98,0.08,
0.008,-1.21,-0.12,0.33,0.96,-0.98,0.08,
0.012,-1.39,-0.28,0.27,0.96,-0.98,0.08,
0.013,-1.39,-0.28,0.27,0.95,-0.95,0.09,
0.016,-1.39,-0.28,0.27,0.94,-0.92,0.11,
0.017,-1.55,-0.45,0.22,0.94,-0.92,0.11,
0.061,-1.68,-0.65,0.20,0.94,-0.92,0.11,
0.061,-1.68,-0.65,0.20,0.94,-0.90,0.14,
0.062,-1.68,-0.65,0.20,0.96,-0.88,0.18,
0.062,-1.85,-0.81,0.19,0.96,-0.88,0.18,
0.062,-1.85,-0.81,0.19,0.99,-0.86,0.23,
0.063,-1.97,-1.00,0.20,0.99,-0.86,0.23,
0.063,-1.97,-1.00,0.20,1.04,-0.85,0.28,
0.063,-2.00,-1.13,0.17,1.04,-0.85,0.28,
0.064,-2.00,-1.13,0.17,1.11,-0.86,0.34,
0.064,-2.01,-1.16,0.04,1.11,-0.86,0.34,
0.064,-2.01,-1.16,0.04,1.19,-0.87,0.39,
0.065,-1.98,-1.20,-0.17,1.19,-0.87,0.39,
0.065,-1.98,-1.20,-0.17,1.27,-0.89,0.44,
0.066,-1.95,-1.26,-0.47,1.27,-0.89,0.44,
0.066,-1.95,-1.26,-0.47,1.34,-0.92,0.49,
0.066,-1.90,-1.27,-0.79,1.34,-0.92,0.49,
0.067,-1.90,-1.27,-0.79,1.41,-0.94,0.52,
0.067,-1.83,-1.27,-1.22,1.41,-0.94,0.52,
0.067,-1.83,-1.27,-1.22,1.45,-0.96,0.55,
0.068,-1.72,-1.29,-1.62,1.45,-0.96,0.55,
0.081,-1.72,-1.29,-1.62,1.48,-0.96,0.57,
0.082,-1.56,-1.31,-2.11,1.48,-0.96,0.57,
0.082,-1.33,-1.28,-2.57,1.48,-0.96,0.57,
0.083,-1.33,-1.28,-2.57,1.49,-0.95,0.58,
0.083,-1.33,-1.28,-2.57,1.46,-0.93,0.59,
0.083,-1.06,-1.22,-3.13,1.46,-0.93,0.59,
0.123,-0.85,-1.18,-3.74,1.46,-0.93,0.59,
0.124,-0.85,-1.18,-3.74,1.39,-0.88,0.57,
0.124,-0.85,-1.18,-3.74,1.28,-0.81,0.55,
0.124,-0.71,-1.11,-4.33,1.28,-0.81,0.55,
0.125,-0.57,-1.13,-4.83,1.28,-0.81,0.55,
0.125,-0.57,-1.13,-4.83,1.12,-0.73,0.53,
0.125,-0.45,-1.15,-5.08,1.12,-0.73,0.53,
0.126,-0.45,-1.15,-5.08,0.92,-0.65,0.51,
0.126,-0.45,-1.15,-5.08,0.69,-0.53,0.49,
0.126,-0.36,-1.18,-5.16,0.69,-0.53,0.49,
0.127,-0.31,-1.26,-5.02,0.69,-0.53,0.49,
0.127,-0.31,-1.26,-5.02,0.45,-0.41,0.47,
0.127,-0.31,-1.26,-5.02,0.21,-0.27,0.44,
0.128,-0.23,-1.36,-4.69,0.21,-0.27,0.44,
0.128,-0.23,-1.36,-4.69,-0.02,-0.14,0.41,
0.128,0.11,-1.51,-4.38,-0.02,-0.14,0.41,
0.129,-0.23,-1.62,-3.58,-0.02,-0.14,0.41,
0.129,-0.23,-1.62,-3.58,-0.21,-0.02,0.37,
0.145,-0.72,-1.65,-2.50,-0.21,-0.02,0.37,
0.145,-0.72,-1.65,-2.50,-0.36,0.10,0.34,
0.145,-0.92,-1.72,-2.01,-0.36,0.10,0.34,
0.146,-0.92,-1.72,-2.01,-0.44,0.23,0.32,
0.146,-0.99,-1.90,-1.67,-0.44,0.23,0.32,
0.146,-0.99,-1.90,-1.67,-0.47,0.32,0.32,
0.155,-0.99,-1.90,-1.67,-0.48,0.41,0.33,
0.156,-1.11,-2.09,-1.39,-0.48,0.41,0.33,
0.156,-1.11,-2.09,-1.39,-0.45,0.47,0.34,
0.156,-1.28,-2.23,-1.10,-0.45,0.47,0.34,
0.156,-1.47,-2.33,-1.01,-0.45,0.47,0.34,
0.157,-1.47,-2.33,-1.01,-0.41,0.52,0.36,
0.162,-1.57,-2.42,-1.04,-0.41,0.52,0.36,
0.162,-1.57,-2.42,-1.04,-0.36,0.57,0.38,
0.163,-1.65,-2.52,-1.09,-0.36,0.57,0.38,
0.163,-1.65,-2.52,-1.09,-0.31,0.63,0.40,
0.168,-1.65,-2.52,-1.09,-0.26,0.70,0.43,
0.168,-1.70,-2.62,-1.20,-0.26,0.70,0.43,
0.181,-1.71,-2.72,-1.31,-0.26,0.70,0.43,
0.182,-1.71,-2.72,-1.31,-0.21,0.79,0.47,
0.182,-1.66,-2.83,-1.59,-0.21,0.79,0.47,
0.183,-1.66,-2.83,-1.59,-0.16,0.88,0.51,
0.183,-1.69,-2.96,-1.98,-0.16,0.88,0.51,
0.183,-1.69,-2.96,-1.98,-0.11,0.95,0.55,
0.187,-1.97,-3.06,-2.28,-0.11,0.95,0.55,
0.188,-1.97,-3.06,-2.28,-0.09,1.01,0.59,
0.192,-2.17,-3.08,-2.72,-0.09,1.01,0.59,
0.193,-2.17,-3.08,-2.72,-0.09,1.08,0.65,
0.197,-2.17,-3.08,-2.72,-0.10,1.15,0.72,
0.197,-2.08,-3.11,-3.23,-0.10,1.15,0.72,
0.203,-1.81,-3.09,-3.75,-0.10,1.15,0.72,
0.203,-1.81,-3.09,-3.75,-0.13,1.20,0.79,
0.224,-1.41,-3.00,-4.22,-0.13,1.20,0.79,
0.225,-1.41,-3.00,-4.22,-0.19,1.24,0.85,
0.226,-1.41,-3.00,-4.22,-0.27,1.24,0.89,
0.226,-1.03,-2.87,-4.63,-0.27,1.24,0.89,
0.226,-0.61,-2.73,-4.97,-0.27,1.24,0.89,
0.227,-0.61,-2.73,-4.97,-0.38,1.21,0.92,
0.227,-0.16,-2.62,-5.26,-0.38,1.21,0.92,
0.227,-0.16,-2.62,-5.26,-0.52,1.14,0.93,
0.228,0.32,-2.45,-5.44,-0.52,1.14,0.93,
0.228,0.32,-2.45,-5.44,-0.69,1.05,0.92,
0.234,0.79,-2.29,-5.45,-0.69,1.05,0.92,
0.234,0.79,-2.29,-5.45,-0.88,0.95,0.89,
0.236,1.19,-2.14,-5.29,-0.88,0.95,0.89,
0.236,1.19,-2.14,-5.29,-1.09,0.85,0.84,
0.245,1.50,-2.06,-4.92,-1.09,0.85,0.84,
0.246,1.50,-2.06,-4.92,-1.30,0.75,0.76,
0.246,1.50,-2.06,-4.92,-1.50,0.64,0.68,
0.247,1.72,-2.06,-4.36,-1.50,0.64,0.68,
0.251,1.72,-2.06,-4.36,-1.69,0.51,0.59,
0.251,2.02,-2.04,-3.64,-1.69,0.51,0.59,
0.291,2.25,-2.08,-2.84,-1.69,0.51,0.59,
0.291,2.25,-2.08,-2.84,-1.85,0.38,0.48,
0.292,2.49,-2.13,-2.03,-1.85,0.38,0.48,
0.292,2.49,-2.13,-2.03,-1.99,0.24,0.38,
0.292,2.49,-2.13,-2.03,-2.10,0.12,0.26,
0.293,2.66,-2.26,-1.19,-2.10,0.12,0.26,
0.293,2.66,-2.26,-1.19,-2.17,0.00,0.16,
0.294,2.74,-2.49,-0.39,-2.17,0.00,0.16,
0.294,2.74,-2.49,-0.39,-2.22,-0.10,0.06,
0.294,2.63,-2.77,0.25,-2.22,-0.10,0.06,
0.295,2.63,-2.77,0.25,-2.23,-0.19,-0.04,
0.295,2.30,-3.05,0.86,-2.23,-0.19,-0.04,
0.296,1.86,-3.32,1.41,-2.23,-0.19,-0.04,
0.296,1.86,-3.32,1.41,-2.22,-0.28,-0.11,
0.296,1.35,-3.58,1.89,-2.22,-0.28,-0.11,
0.297,1.35,-3.58,1.89,-2.17,-0.37,-0.17,
0.297,1.35,-3.58,1.89,-2.10,-0.46,-0.19,
0.298,0.79,-3.79,2.25,-2.10,-0.46,-0.19,
0.356,0.28,-4.01,2.62,-2.10,-0.46,-0.19,
0.357,0.28,-4.01,2.62,-1.99,-0.59,-0.19,
0.357,-0.22,-4.17,2.81,-1.99,-0.59,-0.19,
0.358,-0.22,-4.17,2.81,-1.85,-0.73,-0.16,
0.358,-0.70,-4.29,2.95,-1.85,-0.73,-0.16,
0.358,-0.70,-4.29,2.95,-1.68,-0.91,-0.11,
0.359,-0.70,-4.29,2.95,-1.49,-1.11,-0.04,
0.359,-1.08,-4.39,3.08,-1.49,-1.11,-0.04,
0.36,-1.08,-4.39,3.08,-1.27,-1.34,0.05,
0.36,-1.37,-4.49,3.13,-1.27,-1.34,0.05,
0.36,-1.37,-4.49,3.13,-1.02,-1.60,0.15,
0.361,-1.53,-4.60,3.14,-1.02,-1.60,0.15,
0.361,-1.65,-4.67,3.08,-1.02,-1.60,0.15,
0.361,-1.65,-4.67,3.08,-0.73,-1.88,0.26,
0.362,-1.76,-4.78,2.97,-0.73,-1.88,0.26,
0.362,-1.76,-4.78,2.97,-0.42,-2.19,0.37,
0.362,-1.85,-4.91,2.69,-0.42,-2.19,0.37,
0.363,-1.85,-4.91,2.69,-0.08,-2.52,0.48,
0.363,-1.92,-5.03,2.22,-0.08,-2.52,0.48,
0.364,-1.92,-5.03,2.22,0.29,-2.88,0.59,
0.364,-1.93,-5.13,1.53,0.29,-2.88,0.59,
0.364,-1.93,-5.13,1.53,0.65,-3.23,0.70,
0.364,-1.96,-5.25,0.70,0.65,-3.23,0.70,
0.365,-1.96,-5.25,0.70,1.02,-3.60,0.81,
0.365,-2.05,-5.34,-0.17,1.02,-3.60,0.81,
0.365,-2.05,-5.34,-0.17,1.37,-3.98,0.91,
0.366,-2.09,-5.52,-1.01,1.37,-3.98,0.91,
0.366,-2.09,-5.52,-1.01,1.70,-4.35,1.00,
0.369,-2.14,-5.76,-1.84,1.70,-4.35,1.00,
0.369,-2.14,-5.76,-1.84,2.00,-4.71,1.08,
0.372,-2.23,-6.00,-2.65,2.00,-4.71,1.08,
0.373,-2.23,-6.00,-2.65,2.26,-5.03,1.16,
0.377,-2.23,-6.00,-2.65,2.48,-5.30,1.24,
0.378,-2.37,-6.19,-3.39,2.48,-5.30,1.24,
0.382,-2.37,-6.19,-3.39,2.66,-5.53,1.31,
0.383,-2.50,-6.40,-4.10,2.66,-5.53,1.31,
0.415,-2.50,-6.40,-4.10,2.79,-5.71,1.38,
0.415,-2.72,-6.62,-4.82,2.79,-5.71,1.38,
0.416,-2.72,-6.62,-4.82,2.88,-5.86,1.45,
0.416,-2.91,-6.93,-5.51,2.88,-5.86,1.45,
0.417,-1.93,-7.40,-6.87,2.88,-5.86,1.45,
0.417,-1.93,-7.40,-6.87,2.92,-5.96,1.52,
0.418,-2.21,-7.76,-7.53,2.92,-5.96,1.52,
0.418,-2.21,-7.76,-7.53,2.89,-6.05,1.56,
0.418,-2.86,-8.05,-7.80,2.89,-6.05,1.56,
0.419,-2.86,-8.05,-7.80,2.79,-6.09,1.59,
0.419,-2.86,-8.05,-7.80,2.67,-6.07,1.64,
0.42,-3.54,-8.25,-7.78,2.67,-6.07,1.64,
0.42,-3.54,-8.25,-7.78,2.53,-5.99,1.72,
0.421,-4.03,-8.53,-7.96,2.53,-5.99,1.72,
0.421,-4.03,-8.53,-7.96,2.36,-5.91,1.82,
0.422,-4.20,-8.97,-8.63,2.36,-5.91,1.82,
0.477,-4.20,-8.97,-8.63,2.13,-5.82,1.93,
0.478,-4.28,-9.54,-9.23,2.13,-5.82,1.93,
0.478,-4.42,-10.15,-9.64,2.13,-5.82,1.93,
0.479,-4.42,-10.15,-9.64,1.86,-5.71,2.04,
0.479,-4.42,-10.15,-9.64,1.55,-5.59,2.18,
0.48,-4.51,-10.79,-9.79,1.55,-5.59,2.18,
0.48,-4.46,-11.44,-9.67,1.55,-5.59,2.18,
0.481,-4.46,-11.44,-9.67,1.21,-5.43,2.33,
0.481,-4.46,-11.44,-9.67,0.86,-5.27,2.49,
0.481,-4.35,-12.08,-9.46,0.86,-5.27,2.49,
0.482,-4.35,-12.08,-9.46,0.49,-5.09,2.66,
0.482,-4.06,-12.69,-9.18,0.49,-5.09,2.66,
0.482,-4.06,-12.69,-9.18,0.13,-4.92,2.85,
0.483,-3.69,-13.27,-8.78,0.13,-4.92,2.85,
0.483,-3.69,-13.27,-8.78,-0.23,-4.75,3.04,
0.484,-3.22,-13.81,-8.38,-0.23,-4.75,3.04,
0.484,-2.61,-14.26,-8.07,-0.23,-4.75,3.04,
0.485,-2.61,-14.26,-8.07,-0.59,-4.60,3.22,
0.485,-1.92,-14.79,-7.81,-0.59,-4.60,3.22,
0.486,-1.92,-14.79,-7.81,-0.94,-4.49,3.39,
0.486,-1.61,-15.17,-7.16,-0.94,-4.49,3.39,
0.486,-1.61,-15.17,-7.16,-1.29,-4.43,3.54,
0.487,-1.31,-15.41,-6.27,-1.29,-4.43,3.54,
0.487,-1.31,-15.41,-6.27,-1.62,-4.37,3.68,
0.488,-1.31,-15.41,-6.27,-1.92,-4.32,3.82,
0.488,-0.88,-15.63,-5.14,-1.92,-4.32,3.82,
0.515,-0.88,-15.63,-5.14,-2.17,-4.27,3.97,
0.515,-0.27,-15.90,-4.00,-2.17,-4.27,3.97,
0.516,-0.27,-15.90,-4.00,-2.38,-4.23,4.11,
0.516,0.48,-16.27,-2.95,-2.38,-4.23,4.11,
0.517,0.48,-16.27,-2.95,-2.54,-4.15,4.25,
0.517,1.30,-16.62,-1.99,-2.54,-4.15,4.25,
0.517,1.30,-16.62,-1.99,-2.65,-4.04,4.40,
0.518,2.13,-16.98,-1.22,-2.65,-4.04,4.40,
0.518,2.13,-16.98,-1.22,-2.73,-3.88,4.54,
0.518,2.88,-17.20,-0.50,-2.73,-3.88,4.54,
0.519,3.44,-17.45,0.13,-2.73,-3.88,4.54,
0.519,3.44,-17.45,0.13,-2.77,-3.66,4.69,
0.52,3.44,-17.45,0.13,-2.79,-3.41,4.84,
0.52,4.21,-17.95,0.46,-2.79,-3.41,4.84,
0.582,4.21,-17.95,0.46,-2.80,-3.17,4.99,
0.583,4.94,-18.49,0.78,-2.80,-3.17,4.99,
0.583,4.94,-18.49,0.78,-2.82,-2.93,5.12,
0.583,5.46,-18.96,1.26,-2.82,-2.93,5.12,
0.584,5.88,-19.15,1.91,-2.82,-2.93,5.12,
0.584,5.88,-19.15,1.91,-2.82,-2.69,5.25,
0.584,5.88,-19.15,1.91,-2.80,-2.44,5.37,
0.585,6.17,-19.09,2.52,-2.80,-2.44,5.37,
0.585,6.17,-19.09,2.52,-2.75,-2.19,5.48,
0.585,6.35,-18.81,3.02,-2.75,-2.19,5.48,
0.586,6.35,-18.81,3.02,-2.68,-1.90,5.59,
0.586,6.63,-18.48,3.38,-2.68,-1.90,5.59,
0.587,7.00,-18.22,3.44,-2.68,-1.90,5.59,
0.587,7.00,-18.22,3.44,-2.61,-1.56,5.71,
0.587,7.00,-18.22,3.44,-2.55,-1.17,5.83,
0.588,7.35,-18.14,3.31,-2.55,-1.17,5.83,
0.588,7.35,-18.14,3.31,-2.50,-0.75,5.94,
0.588,7.85,-18.12,3.06,-2.50,-0.75,5.94,
0.589,8.38,-17.95,2.72,-2.50,-0.75,5.94,
0.589,8.38,-17.95,2.72,-2.48,-0.33,6.04,
0.59,8.38,-17.95,2.72,-2.49,0.03,6.14,
0.59,8.86,-18.01,2.27,-2.49,0.03,6.14,
0.59,9.27,-18.20,1.61,-2.49,0.03,6.14,
