
time,ax,ay,az,wx,wy,wz,
0.002,0.40,-0.16,-1.48,0.36,-0.93,0.40,
0.003,0.40,-0.16,-1.48,0.30,-0.88,0.36,
0.003,0.40,-0.16,-1.48,0.24,-0.80,0.31,
0.003,0.33,0.03,-1.13,0.24,-0.80,0.31,
0.006,0.33,0.03,-1.13,0.17,-0.74,0.26,
0.006,0.38,0.05,-0.70,0.17,-0.74,0.26,
0.01,0.62,-0.14,-0.41,0.17,-0.74,0.26,
0.011,0.62,-0.14,-0.41,0.09,-0.69,0.21,
0.015,0.82,-0.24,-0.19,0.09,-0.69,0.21,
0.016,0.82,-0.24,-0.19,0.02,-0.63,0.17,
0.02,0.71,-0.29,0.04,0.02,-0.63,0.17,
0.02,0.71,-0.29,0.04,-0.04,-0.54,0.11,
0.031,0.71,-0.29,0.04,-0.08,-0.44,0.07,
0.032,0.49,-0.32,0.17,-0.08,-0.44,0.07,
0.033,0.49,-0.32,0.17,-0.11,-0.35,0.04,
0.033,0.32,-0.30,0.13,-0.11,-0.35,0.04,
0.035,0.20,-0.35,-0.14,-0.11,-0.35,0.04,
0.035,0.20,-0.35,-0.14,-0.15,-0.28,0.01,
0.039,0.13,-0.50,-0.34,-0.15,-0.28,0.01,
0.04,0.13,-0.50,-0.34,-0.20,-0.25,-0.02,
0.075,0.13,-0.50,-0.34,-0.27,-0.24,-0.03,
0.076,-0.24,-0.59,-0.40,-0.27,-0.24,-0.03,
0.076,-0.81,-0.43,-0.02,-0.27,-0.24,-0.03,
0.077,-0.81,-0.43,-0.02,-0.32,-0.19,-0.03,
0.077,-1.24,-0.22,0.17,-0.32,-0.19,-0.03,
0.078,-1.24,-0.22,0.17,-0.33,-0.11,-0.00,
0.08,-1.24,-0.22,0.17,-0.32,-0.02,0.04,
0.08,-1.40,-0.08,0.16,-0.32,-0.02,0.04,
0.081,-1.27,-0.12,0.06,-0.32,-0.02,0.04,
0.081,-1.27,-0.12,0.06,-0.29,0.06,0.10,
0.081,-0.97,-0.34,-0.01,-0.29,0.06,0.10,
0.082,-0.97,-0.34,-0.01,-0.28,0.11,0.15,
0.082,-0.68,-0.56,0.02,-0.28,0.11,0.15,
0.082,-0.68,-0.56,0.02,-0.28,0.13,0.19,
0.083,-0.41,-0.74,0.07,-0.28,0.13,0.19,
0.083,-0.41,-0.74,0.07,-0.29,0.12,0.22,
0.084,-0.30,-0.75,0.16,-0.29,0.12,0.22,
0.084,-0.30,-0.75,0.16,-0.32,0.12,0.23,
0.088,-0.30,-0.75,0.16,-0.36,0.11,0.23,
0.089,-0.27,-0.74,0.13,-0.36,0.11,0.23,
0.098,-0.27,-0.74,0.13,-0.42,0.09,0.24,
0.099,-0.34,-0.76,-0.06,-0.42,0.09,0.24,
0.099,-0.34,-0.76,-0.06,-0.49,0.11,0.25,
0.099,-0.39,-0.71,-0.07,-0.49,0.11,0.25,
0.103,-0.39,-0.71,-0.07,-0.55,0.18,0.27,
0.104,-0.53,-0.74,-0.01,-0.55,0.18,0.27,
0.117,-0.53,-0.74,-0.01,-0.59,0.27,0.30,
0.118,-0.60,-0.74,0.03,-0.59,0.27,0.30,
0.119,-0.60,-0.74,0.03,-0.62,0.33,0.33,
0.119,-0.56,-0.82,0.05,-0.62,0.33,0.33,
0.119,-0.56,-0.82,0.05,-0.65,0.39,0.37,
0.12,-0.56,-0.97,0.10,-0.65,0.39,0.37,
0.123,-0.56,-0.97,0.10,-0.67,0.44,0.41,
0.123,-0.54,-1.07,0.09,-0.67,0.44,0.41,
0.135,-0.54,-1.07,0.09,-0.68,0.49,0.45,
0.135,-1.04,-1.54,0.12,-0.68,0.49,0.45,
0.136,-1.04,-1.54,0.12,-0.66,0.49,0.51,
0.136,-1.16,-1.56,0.04,-0.66,0.49,0.51,
0.137,-1.00,-1.34,0.17,-0.66,0.49,0.51,
0.138,-1.00,-1.34,0.17,-0.61,0.51,0.63,
0.196,-0.46,-0.83,0.42,-0.61,0.51,0.63,
0.196,-0.46,-0.83,0.42,-0.53,0.51,0.74,
0.197,0.11,-0.36,0.61,-0.53,0.51,0.74,
0.197,0.11,-0.36,0.61,-0.41,0.53,0.82,
0.197,0.11,-0.36,0.61,-0.24,0.56,0.87,
0.198,0.64,-0.07,0.70,-0.24,0.56,0.87,
0.198,0.64,-0.07,0.70,-0.05,0.61,0.86,
0.198,0.95,0.19,0.74,-0.05,0.61,0.86,
0.199,0.95,0.19,0.74,0.16,0.63,0.80,
0.199,1.04,0.37,0.58,0.16,0.63,0.80,
0.199,1.00,0.51,0.10,0.16,0.63,0.80,
0.199,1.00,0.51,0.10,0.36,0.58,0.69,
0.2,1.00,0.51,0.10,0.53,0.46,0.57,
0.2,0.84,0.49,-0.54,0.53,0.46,0.57,
0.2,0.55,0.39,-1.26,0.53,0.46,0.57,
0.2,0.55,0.39,-1.26,0.67,0.29,0.44,
0.201,0.55,0.39,-1.26,0.77,0.10,0.32,
0.201,0.20,0.47,-2.06,0.77,0.10,0.32,
0.201,-0.13,0.45,-2.66,0.77,0.10,0.32,
0.202,-0.13,0.45,-2.66,0.83,-0.07,0.22,
0.202,-0.13,0.45,-2.66,0.86,-0.25,0.15,
0.202,-0.22,0.40,-3.18,0.86,-0.25,0.15,
0.203,-0.22,0.40,-3.18,0.86,-0.44,0.11,
0.203,-0.59,0.40,-3.69,0.86,-0.44,0.11,
0.203,-1.17,0.47,-3.69,0.86,-0.44,0.11,
0.204,-1.17,0.47,-3.69,0.82,-0.59,0.10,
0.206,-1.44,0.52,-3.78,0.82,-0.59,0.10,
0.206,-1.44,0.52,-3.78,0.78,-0.72,0.11,
0.212,-1.44,0.52,-3.78,0.73,-0.81,0.16,
0.213,-1.55,0.53,-3.90,0.73,-0.81,0.16,
0.216,-1.48,0.55,-3.92,0.73,-0.81,0.16,
0.217,-1.48,0.55,-3.92,0.67,-0.86,0.22,
0.22,-1.48,0.55,-3.92,0.61,-0.88,0.28,
0.221,-1.20,0.51,-3.91,0.61,-0.88,0.28,
0.234,-1.20,0.51,-3.91,0.53,-0.88,0.33,
0.235,-0.87,0.44,-3.77,0.53,-0.88,0.33,
0.236,-0.87,0.44,-3.77,0.45,-0.89,0.36,
0.236,-0.57,0.40,-3.59,0.45,-0.89,0.36,
0.237,-0.57,0.40,-3.59,0.35,-0.88,0.38,
0.237,-0.30,0.36,-3.37,0.35,-0.88,0.38,
0.24,-0.30,0.36,-3.37,0.26,-0.86,0.40,
0.241,-0.12,0.35,-3.12,0.26,-0.86,0.40,
0.244,-0.12,0.35,-3.12,0.17,-0.82,0.40,
0.246,-0.07,0.32,-2.81,0.17,-0.82,0.40,
0.249,-0.07,0.32,-2.81,0.09,-0.77,0.39,
0.25,-0.02,0.37,-2.58,0.09,-0.77,0.39,
0.254,-0.02,0.37,-2.58,0.03,-0.71,0.39,
0.255,-0.02,0.37,-2.29,0.03,-0.71,0.39,
0.287,-0.02,0.37,-2.29,-0.03,-0.64,0.39,
0.288,-0.06,0.36,-2.11,-0.03,-0.64,0.39,
0.288,-0.06,0.36,-2.11,-0.07,-0.56,0.40,
0.289,-0.19,0.30,-1.99,-0.07,-0.56,0.40,
0.289,-0.32,0.21,-1.83,-0.07,-0.56,0.40,
0.289,-0.32,0.21,-1.83,-0.12,-0.48,0.41,
0.29,-0.35,0.10,-1.69,-0.12,-0.48,0.41,
0.29,-0.35,0.10,-1.69,-0.15,-0.41,0.42,
0.29,-0.35,0.10,-1.69,-0.17,-0.36,0.43,
0.291,-0.32,0.02,-1.56,-0.17,-0.36,0.43,
0.291,-0.32,0.02,-1.56,-0.18,-0.33,0.44,
0.292,-0.25,-0.04,-1.48,-0.18,-0.33,0.44,
0.292,-0.25,-0.04,-1.48,-0.16,-0.32,0.44,
0.293,-0.30,-0.10,-1.41,-0.16,-0.32,0.44,
0.296,-0.30,-0.10,-1.41,-0.13,-0.33,0.45,
0.297,-0.46,-0.17,-1.45,-0.13,-0.33,0.45,
0.298,-0.46,-0.17,-1.45,-0.08,-0.35,0.45,
0.299,-0.61,-0.23,-1.59,-0.08,-0.35,0.45,
0.327,-0.61,-0.23,-1.59,-0.01,-0.40,0.47,
0.327,-0.65,-0.32,-1.83,-0.01,-0.40,0.47,
0.328,-0.65,-0.32,-1.83,0.06,-0.47,0.48,
0.328,-0.48,-0.42,-2.04,0.06,-0.47,0.48,
0.329,-0.48,-0.42,-2.04,0.14,-0.57,0.49,
0.329,-0.30,-0.50,-2.34,0.14,-0.57,0.49,
0.329,-0.30,-0.50,-2.34,0.22,-0.70,0.50,
0.33,-0.08,-0.55,-2.45,0.22,-0.70,0.50,
0.33,-0.13,-0.64,-2.81,0.22,-0.70,0.50,
0.331,-0.13,-0.64,-2.81,0.32,-0.86,0.51,
0.331,-0.11,-0.69,-3.18,0.32,-0.86,0.51,
0.331,-0.11,-0.69,-3.18,0.42,-1.03,0.50,
0.336,-0.11,-0.69,-3.18,0.52,-1.21,0.49,
0.337,-0.09,-0.79,-3.69,0.52,-1.21,0.49,
0.337,-0.09,-0.79,-3.69,0.60,-1.41,0.47,
0.338,-0.02,-0.89,-4.26,0.60,-1.41,0.47,
0.342,-0.01,-1.02,-4.80,0.60,-1.41,0.47,
0.343,-0.01,-1.02,-4.80,0.66,-1.62,0.45,
0.347,-0.01,-1.20,-5.24,0.66,-1.62,0.45,
0.348,-0.01,-1.20,-5.24,0.70,-1.84,0.44,
0.352,-0.02,-1.45,-5.67,0.70,-1.84,0.44,
0.352,-0.02,-1.45,-5.67,0.73,-2.06,0.43,
0.357,-0.02,-1.45,-5.67,0.74,-2.26,0.43,
0.357,-0.03,-1.66,-5.96,0.74,-2.26,0.43,
0.367,-0.03,-1.66,-5.96,0.74,-2.48,0.44,
0.367,-0.14,-1.91,-6.30,0.74,-2.48,0.44,
0.368,-0.14,-1.91,-6.30,0.73,-2.71,0.46,
0.368,-0.27,-2.20,-6.78,0.73,-2.71,0.46,
0.371,-0.27,-2.20,-6.78,0.70,-2.94,0.51,
0.372,-0.37,-2.52,-7.27,0.70,-2.94,0.51,
0.377,-0.37,-2.52,-7.27,0.65,-3.16,0.56,
0.377,0.28,-2.90,-8.17,0.65,-3.16,0.56,
0.381,-0.16,-3.22,-8.05,0.65,-3.16,0.56,
0.382,-0.16,-3.22,-8.05,0.56,-3.39,0.60,
0.386,-0.39,-3.46,-7.93,0.56,-3.39,0.60,
0.387,-0.39,-3.46,-7.93,0.46,-3.62,0.65,
0.427,-0.39,-3.46,-7.93,0.38,-3.87,0.73,
0.428,-0.48,-3.74,-7.89,0.38,-3.87,0.73,
0.428,-0.48,-3.74,-7.89,0.29,-4.13,0.83,
0.429,-0.31,-4.07,-7.67,0.29,-4.13,0.83,
0.429,-0.10,-4.45,-7.38,0.29,-4.13,0.83,
0.429,-0.10,-4.45,-7.38,0.21,-4.37,0.93,
0.43,-0.10,-4.45,-7.38,0.16,-4.61,1.01,
0.43,0.20,-4.82,-6.99,0.16,-4.61,1.01,
0.431,0.54,-5.19,-6.47,0.16,-4.61,1.01,
0.431,0.54,-5.19,-6.47,0.13,-4.87,1.09,
0.431,0.95,-5.58,-6.05,0.13,-4.87,1.09,
0.432,0.95,-5.58,-6.05,0.14,-5.15,1.15,
0.432,0.95,-5.58,-6.05,0.19,-5.48,1.21,
0.432,1.25,-5.98,-5.68,0.19,-5.48,1.21,
0.433,1.25,-5.98,-5.68,0.27,-5.82,1.26,
