
time,ax,ay,az,wx,wy,wz,
0.002,-0.63,0.56,-0.67,-0.00,-1.10,0.69,
0.003,-0.63,0.56,-0.67,0.00,-1.06,0.65,
0.003,-0.63,0.56,-0.67,0.03,-1.01,0.60,
0.004,-0.62,0.54,-0.46,0.03,-1.01,0.60,
0.008,-0.62,0.53,-0.39,0.03,-1.01,0.60,
0.008,-0.62,0.53,-0.39,0.07,-0.96,0.57,
0.011,-0.68,0.58,-0.35,0.07,-0.96,0.57,
0.011,-0.68,0.58,-0.35,0.12,-0.90,0.53,
0.015,-0.74,0.56,-0.38,0.12,-0.90,0.53,
0.016,-0.74,0.56,-0.38,0.15,-0.85,0.50,
0.02,-0.77,0.51,-0.45,0.15,-0.85,0.50,
0.021,-0.77,0.51,-0.45,0.18,-0.78,0.47,
0.025,-0.77,0.51,-0.45,0.20,-0.71,0.45,
0.026,-0.78,0.37,-0.50,0.20,-0.71,0.45,
0.03,-0.84,0.28,-0.49,0.20,-0.71,0.45,
0.03,-0.84,0.28,-0.49,0.22,-0.64,0.43,
0.043,-0.84,0.28,-0.49,0.22,-0.57,0.43,
0.044,-0.89,0.31,-0.41,0.22,-0.57,0.43,
0.045,-0.89,0.31,-0.41,0.21,-0.50,0.43,
0.045,-0.95,0.33,-0.42,0.21,-0.50,0.43,
0.046,-0.95,0.33,-0.42,0.20,-0.42,0.42,
0.046,-1.04,0.36,-0.47,0.20,-0.42,0.42,
0.084,-1.04,0.36,-0.47,0.17,-0.34,0.42,
0.085,-1.20,0.40,-0.65,0.17,-0.34,0.42,
0.086,-1.20,0.40,-0.65,0.14,-0.26,0.42,
0.086,-1.44,0.36,-0.84,0.14,-0.26,0.42,
0.086,-1.44,0.36,-0.84,0.10,-0.19,0.44,
0.087,-1.64,0.22,-0.98,0.10,-0.19,0.44,
0.087,-1.64,0.22,-0.98,0.05,-0.14,0.48,
0.088,-1.76,0.20,-1.02,0.05,-0.14,0.48,
0.088,-1.76,0.20,-1.02,-0.01,-0.11,0.52,
0.088,-1.75,0.22,-0.97,-0.01,-0.11,0.52,
0.089,-1.74,0.23,-0.88,-0.01,-0.11,0.52,
0.089,-1.74,0.23,-0.88,-0.06,-0.10,0.56,
0.09,-1.74,0.23,-0.88,-0.10,-0.09,0.60,
0.09,-1.65,0.21,-0.75,-0.10,-0.09,0.60,
0.09,-1.65,0.21,-0.75,-0.14,-0.08,0.64,
0.091,-1.56,0.22,-0.57,-0.14,-0.08,0.64,
0.091,-1.56,0.22,-0.57,-0.17,-0.08,0.68,
0.091,-1.37,0.20,-0.38,-0.17,-0.08,0.68,
0.094,-1.37,0.20,-0.38,-0.19,-0.09,0.71,
0.094,-1.21,0.20,-0.19,-0.19,-0.09,0.71,
0.098,-1.21,0.20,-0.19,-0.20,-0.12,0.72,
0.099,-1.05,0.18,-0.02,-0.20,-0.12,0.72,
0.107,-0.85,0.12,0.10,-0.20,-0.12,0.72,
0.108,-0.85,0.12,0.10,-0.20,-0.15,0.74,
0.108,-0.85,0.12,0.10,-0.20,-0.18,0.74,
0.109,-0.57,0.11,0.22,-0.20,-0.18,0.74,
0.113,-0.57,0.11,0.22,-0.20,-0.21,0.75,
0.113,-0.36,0.10,0.37,-0.20,-0.21,0.75,
0.126,-0.36,0.10,0.37,-0.19,-0.24,0.74,
0.127,-0.20,0.09,0.61,-0.19,-0.24,0.74,
0.128,-0.20,0.09,0.61,-0.18,-0.27,0.74,
0.128,0.01,0.07,0.83,-0.18,-0.27,0.74,
0.129,0.18,0.10,0.99,-0.18,-0.27,0.74,
0.129,0.18,0.10,0.99,-0.16,-0.29,0.72,
0.133,0.18,0.10,0.99,-0.14,-0.32,0.70,
0.133,0.29,0.10,1.14,-0.14,-0.32,0.70,
0.143,0.29,0.10,1.14,-0.12,-0.32,0.68,
0.143,0.38,0.10,1.33,-0.12,-0.32,0.68,
0.157,0.38,0.10,1.33,-0.11,-0.30,0.66,
0.157,0.48,0.06,1.53,-0.11,-0.30,0.66,
0.158,0.48,0.06,1.53,-0.10,-0.27,0.65,
0.159,0.66,0.07,1.72,-0.10,-0.27,0.65,
0.159,0.66,0.07,1.72,-0.10,-0.21,0.64,
0.16,0.72,0.03,1.75,-0.10,-0.21,0.64,
0.16,0.72,0.03,1.75,-0.10,-0.13,0.63,
0.161,0.77,0.03,1.75,-0.10,-0.13,0.63,
0.162,0.77,0.03,1.75,-0.10,-0.06,0.62,
0.162,0.76,0.04,1.75,-0.10,-0.06,0.62,
0.178,0.71,0.13,1.80,-0.10,-0.06,0.62,
0.179,0.71,0.13,1.80,-0.11,0.02,0.62,
0.179,0.71,0.13,1.80,-0.12,0.08,0.62,
0.179,0.69,0.16,1.89,-0.12,0.08,0.62,
0.18,0.69,0.16,1.89,-0.12,0.12,0.63,
0.181,0.71,0.19,1.98,-0.12,0.12,0.63,
0.183,0.71,0.19,1.98,-0.12,0.16,0.63,
0.184,0.79,0.19,2.15,-0.12,0.16,0.63,
0.188,0.79,0.19,2.15,-0.11,0.19,0.64,
0.189,0.93,0.16,2.34,-0.11,0.19,0.64,
0.191,0.93,0.16,2.34,-0.08,0.21,0.64,
0.191,1.15,0.13,2.51,-0.08,0.21,0.64,
0.196,1.15,0.13,2.51,-0.04,0.23,0.64,
0.196,1.34,0.11,2.58,-0.04,0.23,0.64,
0.233,1.34,0.11,2.58,0.02,0.22,0.62,
0.233,1.41,0.08,2.53,0.02,0.22,0.62,
0.234,1.41,0.08,2.53,0.08,0.21,0.61,
0.234,1.42,0.04,2.35,0.08,0.21,0.61,
0.234,1.42,0.04,2.35,0.14,0.17,0.59,
0.234,1.40,-0.01,2.11,0.14,0.17,0.59,
0.235,1.39,-0.03,1.86,0.14,0.17,0.59,
0.235,1.39,-0.03,1.86,0.20,0.12,0.58,
0.235,1.38,-0.02,1.58,0.20,0.12,0.58,
0.236,1.38,-0.02,1.58,0.25,0.04,0.57,
0.236,1.28,-0.02,1.27,0.25,0.04,0.57,
0.236,1.28,-0.02,1.27,0.30,-0.05,0.57,
0.237,1.23,-0.10,0.88,0.30,-0.05,0.57,
0.237,1.23,-0.10,0.88,0.33,-0.15,0.56,
0.237,1.23,-0.03,0.52,0.33,-0.15,0.56,
0.238,1.23,-0.03,0.52,0.34,-0.26,0.56,
0.24,1.29,0.02,0.17,0.34,-0.26,0.56,
0.24,1.29,0.02,0.17,0.33,-0.35,0.57,
0.245,1.45,0.04,-0.10,0.33,-0.35,0.57,
0.245,1.45,0.04,-0.10,0.29,-0.43,0.57,
0.249,1.63,0.04,-0.19,0.29,-0.43,0.57,
0.25,1.63,0.04,-0.19,0.23,-0.48,0.57,
0.259,1.63,0.04,-0.19,0.16,-0.51,0.56,
0.26,1.86,-0.03,-0.13,0.16,-0.51,0.56,
0.26,2.01,-0.14,0.04,0.16,-0.51,0.56,
0.26,2.01,-0.14,0.04,0.08,-0.53,0.55,
0.264,2.11,-0.27,0.22,0.08,-0.53,0.55,
0.265,2.11,-0.27,0.22,0.00,-0.52,0.53,
0.269,2.22,-0.42,0.35,0.00,-0.52,0.53,
