
time,ax,ay,az,wx,wy,wz,
0.001,-1.41,-2.40,-3.45,-1.68,-3.23,0.77,
0.002,-1.68,-2.78,-2.87,-1.68,-3.23,0.77,
0.002,-1.54,-2.87,-2.40,-1.68,-3.23,0.77,
0.003,-1.54,-2.87,-2.40,-1.68,-3.23,0.92,
0.007,-1.18,-2.93,-2.03,-1.68,-3.23,0.92,
0.008,-1.18,-2.93,-2.03,-1.65,-3.19,1.05,
0.01,-1.18,-2.93,-2.03,-1.62,-3.11,1.17,
0.011,-0.72,-2.98,-1.68,-1.62,-3.11,1.17,
0.015,-0.72,-2.98,-1.68,-1.57,-2.99,1.26,
0.016,-0.47,-3.01,-1.47,-1.57,-2.99,1.26,
0.02,-0.47,-3.01,-1.47,-1.51,-2.86,1.34,
0.02,-0.50,-3.05,-1.50,-1.51,-2.86,1.34,
0.024,-0.50,-3.05,-1.50,-1.46,-2.73,1.41,
0.025,-0.79,-3.00,-1.73,-1.46,-2.73,1.41,
0.03,-1.26,-2.97,-2.23,-1.46,-2.73,1.41,
0.03,-1.26,-2.97,-2.23,-1.43,-2.61,1.49,
0.034,-1.26,-2.97,-2.23,-1.42,-2.51,1.58,
0.035,-1.75,-2.94,-2.91,-1.42,-2.51,1.58,
0.039,-1.75,-2.94,-2.91,-1.45,-2.43,1.69,
0.04,-2.31,-2.83,-3.66,-1.45,-2.43,1.69,
0.052,-2.31,-2.83,-3.66,-1.50,-2.37,1.83,
0.053,-2.87,-2.74,-4.36,-1.50,-2.37,1.83,
0.053,-2.87,-2.74,-4.36,-1.59,-2.32,1.98,
0.053,-3.31,-2.60,-4.91,-1.59,-2.32,1.98,
0.054,-3.31,-2.60,-4.91,-1.70,-2.33,2.15,
0.054,-3.53,-2.44,-5.23,-1.70,-2.33,2.15,
0.058,-3.39,-2.13,-5.19,-1.70,-2.33,2.15,
0.059,-3.39,-2.13,-5.19,-1.83,-2.39,2.32,
0.064,-3.39,-2.13,-5.19,-1.95,-2.47,2.49,
0.064,-2.71,-1.71,-4.62,-1.95,-2.47,2.49,
0.068,-1.16,-1.16,-3.58,-1.95,-2.47,2.49,
0.068,-1.16,-1.16,-3.58,-2.05,-2.54,2.64,
0.073,-1.16,-1.16,-3.58,-2.10,-2.62,2.73,
0.073,1.06,-0.61,-2.37,-2.10,-2.62,2.73,
0.094,1.06,-0.61,-2.37,-2.09,-2.72,2.72,
0.094,3.21,-0.14,-1.38,-2.09,-2.72,2.72,
0.095,3.21,-0.14,-1.38,-2.03,-2.83,2.59,
0.095,4.78,0.27,-0.80,-2.03,-2.83,2.59,
0.095,4.78,0.27,-0.80,-1.97,-2.90,2.38,
0.096,5.28,0.41,-0.35,-1.97,-2.90,2.38,
0.096,5.28,0.41,-0.35,-1.89,-2.95,2.13,
0.096,4.93,0.49,0.04,-1.89,-2.95,2.13,
0.102,4.04,0.56,0.15,-1.89,-2.95,2.13,
0.102,4.04,0.56,0.15,-1.79,-3.01,1.89,
0.103,2.96,0.67,-0.03,-1.79,-3.01,1.89,
0.103,2.96,0.67,-0.03,-1.67,-3.09,1.68,
0.11,1.93,0.75,-0.36,-1.67,-3.09,1.68,
0.111,1.93,0.75,-0.36,-1.56,-3.15,1.53,
0.118,1.93,0.75,-0.36,-1.49,-3.20,1.43,
0.118,1.05,0.66,-0.67,-1.49,-3.20,1.43,
0.119,-0.09,0.46,-0.85,-1.49,-3.20,1.43,
0.119,-0.09,0.46,-0.85,-1.47,-3.24,1.37,
0.122,-1.17,0.25,-0.76,-1.47,-3.24,1.37,
0.122,-1.17,0.25,-0.76,-1.47,-3.30,1.37,
0.136,-1.91,0.12,-0.45,-1.47,-3.30,1.37,
0.136,-1.91,0.12,-0.45,-1.50,-3.36,1.44,
0.137,-2.34,0.18,0.32,-1.50,-3.36,1.44,
0.137,-2.34,0.18,0.32,-1.54,-3.45,1.56,
0.138,-3.49,-0.01,0.83,-1.54,-3.45,1.56,
0.138,-3.49,-0.01,0.83,-1.57,-3.56,1.73,
0.141,-3.49,-0.01,0.83,-1.59,-3.63,1.94,
0.142,-4.16,-0.07,1.47,-1.59,-3.63,1.94,
0.152,-4.55,0.04,2.27,-1.59,-3.63,1.94,
0.153,-4.55,0.04,2.27,-1.60,-3.66,2.21,
0.153,-4.55,0.04,2.27,-1.61,-3.71,2.54,
0.154,-4.49,0.18,3.12,-1.61,-3.71,2.54,
0.156,-4.75,-0.09,4.84,-1.61,-3.71,2.54,
0.157,-4.75,-0.09,4.84,-1.61,-3.76,2.90,
0.172,-5.02,0.04,7.20,-1.61,-3.76,2.90,
0.173,-5.02,0.04,7.20,-1.57,-3.75,3.30,
0.173,-5.02,0.04,7.20,-1.46,-3.71,3.71,
0.174,-3.95,0.50,5.43,-1.46,-3.71,3.71,
0.174,-3.95,0.50,5.43,-1.40,-3.79,4.07,
0.174,-2.49,0.91,4.62,-1.40,-3.79,4.07,
0.175,-2.49,0.91,4.62,-1.39,-3.90,4.37,
0.176,-1.25,1.39,5.58,-1.39,-3.90,4.37,
0.18,-1.25,1.39,5.58,-1.37,-4.00,4.61,
0.181,0.06,1.97,7.53,-1.37,-4.00,4.61,
0.185,0.06,1.97,7.53,-1.27,-4.09,4.81,
0.186,1.65,2.53,9.36,-1.27,-4.09,4.81,
0.19,1.65,2.53,9.36,-1.09,-4.14,4.94,
0.19,3.67,3.13,10.27,-1.09,-4.14,4.94,
