
time,ax,ay,az,wx,wy,wz,
0.002,3.64,-2.10,-4.46,-0.18,-1.58,0.39,
0.003,3.64,-2.10,-4.46,-0.15,-1.68,0.38,
0.003,4.39,-2.02,-4.79,-0.15,-1.68,0.38,
0.004,4.39,-2.02,-4.79,-0.13,-1.79,0.31,
0.007,4.39,-2.02,-4.79,-0.11,-1.89,0.20,
0.007,4.81,-2.08,-4.96,-0.11,-1.89,0.20,
0.01,4.81,-2.08,-4.96,-0.11,-1.97,0.07,
0.011,4.89,-2.21,-5.04,-0.11,-1.97,0.07,
0.015,4.89,-2.21,-5.04,-0.10,-2.05,-0.06,
0.016,4.65,-2.35,-5.10,-0.10,-2.05,-0.06,
0.021,4.65,-2.35,-5.10,-0.10,-2.12,-0.18,
0.022,4.29,-2.43,-5.25,-0.10,-2.12,-0.18,
0.025,4.29,-2.43,-5.25,-0.12,-2.18,-0.27,
0.026,4.42,-2.51,-5.16,-0.12,-2.18,-0.27,
0.03,4.42,-2.51,-5.16,-0.16,-2.27,-0.37,
0.03,3.89,-2.45,-5.33,-0.16,-2.27,-0.37,
0.035,3.89,-2.45,-5.33,-0.22,-2.38,-0.44,
0.035,3.52,-2.35,-5.80,-0.22,-2.38,-0.44,
0.042,3.52,-2.35,-5.80,-0.32,-2.49,-0.51,
0.043,3.32,-2.31,-6.21,-0.32,-2.49,-0.51,
0.045,3.32,-2.38,-6.52,-0.32,-2.49,-0.51,
0.046,3.32,-2.38,-6.52,-0.47,-2.61,-0.57,
0.05,3.21,-2.61,-6.56,-0.47,-2.61,-0.57,
0.051,3.21,-2.61,-6.56,-0.68,-2.71,-0.60,
0.064,3.21,-2.61,-6.56,-0.93,-2.78,-0.60,
0.065,2.75,-2.80,-6.40,-0.93,-2.78,-0.60,
0.066,1.89,-2.95,-5.82,-0.93,-2.78,-0.60,
0.066,1.89,-2.95,-5.82,-1.22,-2.84,-0.59,
0.067,0.66,-2.99,-4.80,-1.22,-2.84,-0.59,
0.067,0.66,-2.99,-4.80,-1.50,-2.93,-0.54,
0.069,0.66,-2.99,-4.80,-1.72,-3.09,-0.43,
0.07,-0.67,-2.94,-3.27,-1.72,-3.09,-0.43,
0.074,-0.67,-2.94,-3.27,-1.86,-3.29,-0.26,
0.075,-2.30,-2.88,-1.28,-1.86,-3.29,-0.26,
0.079,-2.30,-2.88,-1.28,-1.86,-3.51,-0.01,
0.079,-3.93,-2.80,0.96,-1.86,-3.51,-0.01,
0.084,-4.57,-2.70,2.95,-1.86,-3.51,-0.01,
0.084,-4.57,-2.70,2.95,-1.74,-3.71,0.30,
0.111,-4.57,-2.70,2.95,-1.48,-3.91,0.64,
0.112,-3.59,-2.59,4.69,-1.48,-3.91,0.64,
0.113,-3.59,-2.59,4.69,-1.12,-4.10,0.96,
0.113,-1.73,-2.54,5.61,-1.12,-4.10,0.96,
0.114,-1.73,-2.54,5.61,-0.69,-4.29,1.18,
0.114,-0.08,-2.47,5.57,-0.69,-4.29,1.18,
0.114,-0.08,-2.47,5.57,-0.26,-4.47,1.32,
0.115,-0.42,-2.64,6.53,-0.26,-4.47,1.32,
0.115,-0.42,-2.64,6.53,0.20,-4.68,1.45,
0.116,0.49,-1.46,4.42,0.20,-4.68,1.45,
0.116,0.49,-1.46,4.42,0.55,-4.87,1.53,
0.116,2.69,-0.86,0.95,0.55,-4.87,1.53,
0.12,2.69,-0.86,0.95,0.70,-5.15,1.51,
0.121,5.62,-0.26,-0.20,0.70,-5.15,1.51,
0.13,5.36,-0.17,-1.50,0.70,-5.15,1.51,
0.13,5.36,-0.17,-1.50,0.72,-5.51,1.37,
0.131,4.06,0.16,-2.52,0.72,-5.51,1.37,
0.131,4.06,0.16,-2.52,0.70,-5.76,1.19,
0.132,3.11,0.27,-3.13,0.70,-5.76,1.19,
0.133,3.11,0.27,-3.13,0.64,-5.85,1.05,
0.146,3.11,0.27,-3.13,0.54,-5.88,0.98,
0.146,2.63,-0.03,-3.81,0.54,-5.88,0.98,
0.147,2.63,-0.03,-3.81,0.39,-5.90,0.95,
0.147,2.16,-0.74,-4.46,0.39,-5.90,0.95,
0.147,2.16,-0.74,-4.46,0.22,-5.93,0.96,
0.148,1.40,-1.50,-4.91,0.22,-5.93,0.96,
0.152,1.40,-1.50,-4.91,0.03,-5.92,1.01,
0.152,0.37,-2.18,-5.12,0.03,-5.92,1.01,
0.19,0.37,-2.18,-5.12,-0.14,-5.87,1.10,
0.19,-0.84,-2.74,-5.19,-0.14,-5.87,1.10,
0.191,-0.84,-2.74,-5.19,-0.30,-5.83,1.24,
0.191,-1.85,-3.17,-5.16,-0.30,-5.83,1.24,
0.192,-1.85,-3.17,-5.16,-0.43,-5.82,1.42,
0.192,-2.57,-3.61,-5.07,-0.43,-5.82,1.42,
0.192,-2.57,-3.61,-5.07,-0.52,-5.87,1.63,
0.193,-3.23,-3.99,-4.93,-0.52,-5.87,1.63,
0.193,-3.23,-3.99,-4.93,-0.57,-5.98,1.86,
0.193,-3.84,-4.34,-4.78,-0.57,-5.98,1.86,
0.194,-3.84,-4.34,-4.78,-0.60,-6.12,2.11,
0.194,-4.29,-4.59,-4.71,-0.60,-6.12,2.11,
0.195,-4.11,-4.80,-4.65,-0.60,-6.12,2.11,
0.195,-4.11,-4.80,-4.65,-0.60,-6.29,2.37,
0.195,-4.11,-4.80,-4.65,-0.58,-6.49,2.63,
0.196,-3.58,-4.88,-4.33,-0.58,-6.49,2.63,
0.196,-3.20,-4.94,-3.82,-0.58,-6.49,2.63,
0.196,-3.20,-4.94,-3.82,-0.53,-6.70,2.87,
0.201,-2.74,-4.88,-3.31,-0.53,-6.70,2.87,
0.201,-2.74,-4.88,-3.31,-0.45,-6.92,3.08,
0.211,-2.82,-4.81,-3.21,-0.45,-6.92,3.08,
0.211,-2.82,-4.81,-3.21,-0.33,-7.17,3.26,
0.212,-3.12,-4.78,-3.35,-0.33,-7.17,3.26,
0.212,-3.12,-4.78,-3.35,-0.20,-7.42,3.41,
0.215,-3.12,-4.78,-3.35,-0.07,-7.64,3.55,
0.216,-3.31,-4.68,-2.93,-0.07,-7.64,3.55,
0.233,-3.31,-4.68,-2.93,0.06,-7.83,3.69,
0.234,-3.23,-4.66,-2.13,0.06,-7.83,3.69,
