
time,ax,ay,az,wx,wy,wz,
0.002,-1.28,-0.21,-3.84,0.15,-0.61,0.75,
0.002,-0.94,-0.26,-3.22,0.15,-0.61,0.75,
0.002,-0.94,-0.26,-3.22,-0.02,-0.56,0.82,
0.003,-0.40,-0.32,-2.46,-0.02,-0.56,0.82,
0.004,-0.40,-0.32,-2.46,-0.15,-0.53,0.85,
0.004,0.14,-0.38,-1.57,-0.15,-0.53,0.85,
0.009,0.14,-0.38,-1.57,-0.22,-0.51,0.85,
0.01,0.60,-0.44,-0.64,-0.22,-0.51,0.85,
0.014,1.03,-0.48,0.24,-0.22,-0.51,0.85,
0.014,1.03,-0.48,0.24,-0.24,-0.51,0.83,
0.018,1.36,-0.48,0.93,-0.24,-0.51,0.83,
0.019,1.36,-0.48,0.93,-0.19,-0.53,0.79,
0.023,1.69,-0.46,1.25,-0.19,-0.53,0.79,
0.024,1.69,-0.46,1.25,-0.11,-0.55,0.73,
0.028,1.67,-0.43,1.09,-0.11,-0.55,0.73,
0.028,1.67,-0.43,1.09,-0.01,-0.55,0.67,
0.033,1.49,-0.47,0.75,-0.01,-0.55,0.67,
0.033,1.49,-0.47,0.75,0.08,-0.55,0.61,
0.038,1.30,-0.54,0.41,0.08,-0.55,0.61,
0.038,1.30,-0.54,0.41,0.13,-0.54,0.56,
0.043,1.30,-0.54,0.41,0.17,-0.50,0.51,
0.043,1.05,-0.49,0.08,0.17,-0.50,0.51,
0.048,0.81,-0.36,-0.16,0.17,-0.50,0.51,
0.048,0.81,-0.36,-0.16,0.19,-0.48,0.47,
0.052,0.69,-0.22,-0.32,0.19,-0.48,0.47,
0.053,0.69,-0.22,-0.32,0.20,-0.46,0.44,
0.065,0.69,-0.22,-0.32,0.20,-0.46,0.42,
0.066,0.80,-0.11,-0.38,0.20,-0.46,0.42,
0.066,1.05,-0.07,-0.36,0.20,-0.46,0.42,
0.067,1.05,-0.07,-0.36,0.19,-0.49,0.39,
0.067,1.26,-0.14,-0.27,0.19,-0.49,0.39,
0.067,1.26,-0.14,-0.27,0.19,-0.51,0.37,
0.117,1.26,-0.14,-0.27,0.19,-0.57,0.33,
0.117,1.40,-0.22,-0.05,0.19,-0.57,0.33,
0.118,1.40,-0.22,-0.05,0.21,-0.66,0.28,
0.118,1.55,-0.17,0.33,0.21,-0.66,0.28,
0.118,1.55,-0.17,0.33,0.24,-0.79,0.23,
0.119,1.58,-0.06,0.80,0.24,-0.79,0.23,
0.119,1.49,-0.11,0.90,0.24,-0.79,0.23,
0.119,1.49,-0.11,0.90,0.29,-0.94,0.17,
0.12,1.39,-0.24,0.87,0.29,-0.94,0.17,
0.12,1.39,-0.24,0.87,0.36,-1.07,0.12,
0.12,1.39,-0.24,0.87,0.42,-1.16,0.06,
0.121,1.33,-0.45,0.55,0.42,-1.16,0.06,
0.121,1.27,-0.69,0.19,0.42,-1.16,0.06,
0.122,1.27,-0.69,0.19,0.44,-1.22,0.00,
0.122,1.27,-0.69,0.19,0.44,-1.26,-0.05,
0.122,1.10,-0.90,-0.08,0.44,-1.26,-0.05,
0.123,1.10,-0.90,-0.08,0.41,-1.29,-0.09,
0.123,0.86,-1.07,-0.15,0.41,-1.29,-0.09,
0.123,0.52,-1.14,-0.20,0.41,-1.29,-0.09,
0.124,0.52,-1.14,-0.20,0.36,-1.30,-0.11,
0.124,0.24,-1.13,-0.21,0.36,-1.30,-0.11,
0.125,0.24,-1.13,-0.21,0.31,-1.30,-0.10,
0.126,0.11,-1.13,-0.24,0.31,-1.30,-0.10,
0.127,0.11,-1.13,-0.24,0.25,-1.28,-0.07,
0.131,0.11,-1.13,-0.24,0.21,-1.26,-0.02,
0.131,0.21,-1.14,-0.32,0.21,-1.26,-0.02,
0.136,0.48,-1.17,-0.53,0.21,-1.26,-0.02,
0.136,0.48,-1.17,-0.53,0.16,-1.23,0.03,
0.14,0.48,-1.17,-0.53,0.12,-1.21,0.09,
0.141,0.83,-1.34,-0.87,0.12,-1.21,0.09,
0.145,1.17,-1.66,-1.29,0.12,-1.21,0.09,
0.146,1.17,-1.66,-1.29,0.07,-1.21,0.14,
0.15,1.17,-1.66,-1.29,0.02,-1.24,0.18,
0.151,1.55,-1.99,-1.82,0.02,-1.24,0.18,
0.155,2.16,-2.31,-2.36,0.02,-1.24,0.18,
0.156,2.16,-2.31,-2.36,-0.04,-1.27,0.22,
0.172,2.16,-2.31,-2.36,-0.12,-1.32,0.24,
0.172,3.35,-2.72,-3.67,-0.12,-1.32,0.24,
0.173,3.35,-2.72,-3.67,-0.22,-1.40,0.23,
0.174,3.63,-2.39,-3.45,-0.22,-1.40,0.23,
0.175,3.94,-1.80,-3.04,-0.22,-1.40,0.23,
0.176,3.94,-1.80,-3.04,-0.30,-1.45,0.18,
0.176,3.94,-1.80,-3.04,-0.35,-1.51,0.11,
0.177,4.72,-1.22,-3.56,-0.35,-1.51,0.11,
0.198,5.48,-0.97,-4.35,-0.35,-1.51,0.11,
0.199,5.48,-0.97,-4.35,-0.41,-1.59,-0.00,
0.199,5.74,-0.99,-5.03,-0.41,-1.59,-0.00,
0.2,5.74,-0.99,-5.03,-0.50,-1.68,-0.16,
0.2,5.74,-0.99,-5.03,-0.62,-1.80,-0.35,
0.201,5.60,-1.21,-5.31,-0.62,-1.80,-0.35,
0.201,5.31,-1.46,-5.48,-0.62,-1.80,-0.35,
0.201,5.31,-1.46,-5.48,-0.75,-1.94,-0.55,
0.202,4.96,-1.71,-5.66,-0.75,-1.94,-0.55,
0.202,4.96,-1.71,-5.66,-0.89,-2.11,-0.74,
0.204,4.59,-2.05,-5.86,-0.89,-2.11,-0.74,
0.205,4.59,-2.05,-5.86,-1.03,-2.30,-0.91,
0.209,4.59,-2.05,-5.86,-1.18,-2.49,-1.06,
0.21,4.09,-2.38,-5.79,-1.18,-2.49,-1.06,
0.213,4.09,-2.38,-5.79,-1.34,-2.65,-1.18,
0.214,3.74,-2.83,-5.49,-1.34,-2.65,-1.18,
0.218,3.74,-2.83,-5.49,-1.48,-2.78,-1.28,
0.219,3.47,-3.38,-5.07,-1.48,-2.78,-1.28,
0.246,3.47,-3.38,-5.07,-1.61,-2.88,-1.36,
0.246,3.28,-4.00,-4.68,-1.61,-2.88,-1.36,
0.247,3.28,-4.00,-4.68,-1.72,-2.95,-1.42,
0.247,3.10,-4.70,-4.25,-1.72,-2.95,-1.42,
0.248,2.81,-5.33,-3.87,-1.72,-2.95,-1.42,
0.248,2.81,-5.33,-3.87,-1.82,-3.01,-1.44,
0.248,2.81,-5.33,-3.87,-1.89,-3.04,-1.46,
0.249,2.47,-5.89,-3.51,-1.89,-3.04,-1.46,
0.249,1.97,-6.19,-3.08,-1.89,-3.04,-1.46,
0.249,1.97,-6.19,-3.08,-1.94,-3.06,-1.46,
0.25,1.33,-6.30,-2.59,-1.94,-3.06,-1.46,
0.25,1.33,-6.30,-2.59,-1.96,-3.08,-1.44,
0.254,0.62,-6.40,-2.05,-1.96,-3.08,-1.44,
0.255,0.62,-6.40,-2.05,-1.95,-3.09,-1.40,
0.263,0.51,-6.80,-2.26,-1.95,-3.09,-1.40,
0.264,0.51,-6.80,-2.26,-1.90,-3.09,-1.33,
0.264,0.51,-6.80,-2.26,-1.84,-3.11,-1.25,
0.265,-0.18,-7.06,-1.97,-1.84,-3.11,-1.25,
0.267,-0.18,-7.06,-1.97,-1.77,-3.09,-1.15,
0.268,-0.53,-7.27,-2.12,-1.77,-3.09,-1.15,
0.272,-0.53,-7.27,-2.12,-1.68,-3.07,-1.02,
0.273,-1.15,-7.32,-2.02,-1.68,-3.07,-1.02,
0.313,-1.15,-7.32,-2.02,-1.58,-3.03,-0.89,
0.314,-1.79,-7.23,-1.88,-1.58,-3.03,-0.89,
0.314,-1.79,-7.23,-1.88,-1.47,-2.99,-0.74,
0.315,-1.43,-7.33,-3.11,-1.47,-2.99,-0.74,
0.316,-1.43,-7.33,-3.11,-1.39,-3.02,-0.60,
0.316,-1.21,-7.52,-3.96,-1.39,-3.02,-0.60,
0.317,-1.21,-7.52,-3.96,-1.33,-3.05,-0.48,
0.317,-1.71,-7.62,-3.98,-1.33,-3.05,-0.48,
0.318,-1.71,-7.62,-3.98,-1.27,-3.13,-0.35,
0.318,-1.73,-7.74,-4.40,-1.27,-3.13,-0.35,
0.319,-1.40,-7.92,-5.30,-1.27,-3.13,-0.35,
0.319,-1.40,-7.92,-5.30,-1.20,-3.30,-0.23,
0.319,-1.40,-7.92,-5.30,-1.15,-3.55,-0.13,
0.32,-1.36,-8.05,-5.78,-1.15,-3.55,-0.13,
0.32,-1.36,-8.05,-5.78,-1.09,-3.84,-0.02,
0.321,-1.61,-8.10,-6.10,-1.09,-3.84,-0.02,
0.321,-1.60,-8.20,-6.72,-1.09,-3.84,-0.02,
0.321,-1.60,-8.20,-6.72,-1.03,-4.16,0.08,
0.322,-1.41,-8.43,-7.55,-1.03,-4.16,0.08,
0.322,-1.41,-8.43,-7.55,-1.00,-4.53,0.19,
0.332,-1.41,-8.43,-7.55,-0.99,-4.93,0.29,
0.332,-1.42,-8.65,-8.11,-0.99,-4.93,0.29,
0.333,-1.42,-8.65,-8.11,-1.02,-5.34,0.40,
