
time,ax,ay,az,wx,wy,wz,
0.002,-0.56,-0.49,-0.34,-0.12,-0.43,0.37,
0.003,-0.51,-0.50,-0.10,-0.12,-0.43,0.37,
0.004,-0.47,-0.49,0.06,-0.12,-0.43,0.37,
0.004,-0.47,-0.49,0.06,-0.14,-0.41,0.35,
0.008,-0.47,-0.49,0.06,-0.15,-0.39,0.34,
0.009,-0.40,-0.50,0.17,-0.15,-0.39,0.34,
0.009,-0.40,-0.50,0.17,-0.16,-0.36,0.34,
0.01,-0.35,-0.49,0.18,-0.16,-0.36,0.34,
0.015,-0.29,-0.50,0.17,-0.16,-0.36,0.34,
0.015,-0.29,-0.50,0.17,-0.16,-0.32,0.33,
0.02,-0.23,-0.58,0.12,-0.16,-0.32,0.33,
0.02,-0.23,-0.58,0.12,-0.16,-0.27,0.32,
0.024,-0.23,-0.58,0.12,-0.15,-0.23,0.31,
0.025,-0.24,-0.64,0.04,-0.15,-0.23,0.31,
0.029,-0.25,-0.61,-0.14,-0.15,-0.23,0.31,
0.03,-0.25,-0.61,-0.14,-0.15,-0.18,0.29,
0.034,-0.30,-0.53,-0.34,-0.15,-0.18,0.29,
0.035,-0.30,-0.53,-0.34,-0.15,-0.13,0.29,
0.041,-0.30,-0.53,-0.34,-0.15,-0.07,0.28,
0.042,-0.33,-0.51,-0.50,-0.15,-0.07,0.28,
0.044,-0.33,-0.51,-0.50,-0.16,-0.00,0.27,
0.045,-0.39,-0.54,-0.59,-0.16,-0.00,0.27,
0.049,-0.39,-0.54,-0.59,-0.17,0.05,0.25,
0.05,-0.48,-0.59,-0.70,-0.17,0.05,0.25,
0.054,-0.48,-0.59,-0.70,-0.19,0.09,0.25,
0.055,-0.62,-0.61,-0.82,-0.19,0.09,0.25,
0.06,-0.62,-0.61,-0.82,-0.20,0.13,0.25,
0.061,-0.74,-0.64,-0.90,-0.20,0.13,0.25,
0.063,-0.87,-0.65,-0.90,-0.20,0.13,0.25,
0.064,-0.87,-0.65,-0.90,-0.21,0.15,0.25,
0.068,-0.87,-0.65,-0.90,-0.20,0.16,0.25,
0.069,-0.94,-0.61,-0.89,-0.20,0.16,0.25,
0.082,-0.94,-0.61,-0.89,-0.19,0.14,0.25,
0.083,-1.08,-0.59,-0.83,-0.19,0.14,0.25,
0.083,-1.08,-0.59,-0.83,-0.17,0.09,0.26,
0.084,-1.23,-0.57,-0.76,-0.17,0.09,0.26,
0.084,-1.38,-0.56,-0.70,-0.17,0.09,0.26,
0.084,-1.38,-0.56,-0.70,-0.14,0.03,0.27,
0.088,-1.38,-0.56,-0.70,-0.10,-0.06,0.29,
0.088,-1.53,-0.59,-0.67,-0.10,-0.06,0.29,
0.092,-1.53,-0.59,-0.67,-0.05,-0.14,0.31,
0.093,-1.60,-0.62,-0.57,-0.05,-0.14,0.31,
0.1,-1.60,-0.62,-0.57,0.00,-0.24,0.34,
0.101,-1.75,-0.69,-0.43,0.00,-0.24,0.34,
0.102,-1.75,-0.69,-0.43,0.06,-0.32,0.37,
0.103,-1.85,-0.72,-0.32,0.06,-0.32,0.37,
0.108,-1.92,-0.81,-0.16,0.06,-0.32,0.37,
0.109,-1.92,-0.81,-0.16,0.13,-0.39,0.41,
0.112,-1.93,-0.82,-0.06,0.13,-0.39,0.41,
0.112,-1.93,-0.82,-0.06,0.20,-0.45,0.46,
0.117,-1.90,-0.81,0.05,0.20,-0.45,0.46,
0.117,-1.90,-0.81,0.05,0.28,-0.50,0.50,
0.124,-1.78,-0.79,0.05,0.28,-0.50,0.50,
0.124,-1.78,-0.79,0.05,0.35,-0.54,0.55,
0.126,-1.78,-0.79,0.05,0.43,-0.56,0.59,
0.127,-1.63,-0.74,0.02,0.43,-0.56,0.59,
0.132,-1.42,-0.65,-0.09,0.43,-0.56,0.59,
0.133,-1.42,-0.65,-0.09,0.49,-0.57,0.63,
0.137,-1.42,-0.65,-0.09,0.54,-0.56,0.66,
0.137,-1.17,-0.53,-0.23,0.54,-0.56,0.66,
0.143,-0.87,-0.40,-0.48,0.54,-0.56,0.66,
0.144,-0.87,-0.40,-0.48,0.58,-0.53,0.69,
0.146,-0.87,-0.40,-0.48,0.59,-0.48,0.70,
0.147,-0.62,-0.25,-0.81,0.59,-0.48,0.70,
0.151,-0.46,-0.04,-1.13,0.59,-0.48,0.70,
0.151,-0.46,-0.04,-1.13,0.58,-0.43,0.69,
0.157,-0.46,-0.04,-1.13,0.55,-0.37,0.68,
0.158,-0.30,0.18,-1.34,0.55,-0.37,0.68,
0.16,-0.30,0.18,-1.34,0.50,-0.32,0.66,
0.161,-0.06,0.43,-1.51,0.50,-0.32,0.66,
0.165,-0.06,0.43,-1.51,0.44,-0.26,0.64,
0.166,0.18,0.56,-1.55,0.44,-0.26,0.64,
0.17,0.18,0.56,-1.55,0.36,-0.20,0.60,
0.171,0.42,0.67,-1.45,0.36,-0.20,0.60,
0.175,0.61,0.72,-1.28,0.36,-0.20,0.60,
0.176,0.61,0.72,-1.28,0.28,-0.14,0.55,
0.18,0.61,0.72,-1.28,0.21,-0.08,0.50,
0.181,0.72,0.77,-1.02,0.21,-0.08,0.50,
0.185,0.71,0.75,-0.75,0.21,-0.08,0.50,
0.185,0.71,0.75,-0.75,0.15,-0.02,0.44,
0.197,0.71,0.75,-0.75,0.11,0.04,0.39,
0.198,0.69,0.80,-0.47,0.11,0.04,0.39,
0.198,0.69,0.80,-0.47,0.07,0.09,0.33,
0.198,0.63,0.85,-0.25,0.07,0.09,0.33,
0.2,0.63,0.85,-0.25,0.04,0.14,0.28,
0.2,0.58,0.82,-0.07,0.04,0.14,0.28,
0.204,0.58,0.82,-0.07,0.02,0.19,0.23,
0.205,0.48,0.75,0.05,0.02,0.19,0.23,
0.211,0.38,0.60,0.21,0.02,0.19,0.23,
0.212,0.38,0.60,0.21,0.00,0.25,0.19,
0.214,0.25,0.51,0.32,0.00,0.25,0.19,
0.215,0.25,0.51,0.32,-0.02,0.32,0.16,
0.219,0.25,0.51,0.32,-0.04,0.39,0.14,
0.22,0.15,0.38,0.46,-0.04,0.39,0.14,
0.224,0.15,0.38,0.46,-0.04,0.46,0.12,
0.225,-0.00,0.30,0.56,-0.04,0.46,0.12,
0.229,-0.00,0.30,0.56,-0.04,0.51,0.11,
0.23,-0.13,0.30,0.69,-0.04,0.51,0.11,
0.234,-0.22,0.29,0.74,-0.04,0.51,0.11,
0.234,-0.22,0.29,0.74,-0.04,0.54,0.11,
0.241,-0.27,0.26,0.77,-0.04,0.54,0.11,
0.241,-0.27,0.26,0.77,-0.02,0.57,0.11,
0.244,-0.30,0.12,0.77,-0.02,0.57,0.11,
