
time,ax,ay,az,wx,wy,wz,
0.001,-1.15,0.43,-0.87,-0.38,-0.17,0.13,
0.002,-1.15,0.43,-0.87,-0.44,-0.05,0.14,
0.003,-1.15,0.43,-0.87,-0.52,0.08,0.14,
0.003,-1.31,0.41,-0.94,-0.52,0.08,0.14,
0.013,-1.31,0.41,-0.94,-0.60,0.19,0.16,
0.014,-1.46,0.42,-0.97,-0.60,0.19,0.16,
0.015,-1.60,0.43,-0.96,-0.60,0.19,0.16,
0.015,-1.60,0.43,-0.96,-0.66,0.29,0.19,
0.015,-1.60,0.43,-0.96,-0.73,0.38,0.23,
0.016,-1.64,0.39,-0.92,-0.73,0.38,0.23,
0.02,-1.64,0.39,-0.92,-0.77,0.44,0.28,
0.021,-1.64,0.35,-0.83,-0.77,0.44,0.28,
0.024,-1.64,0.35,-0.83,-0.80,0.46,0.33,
0.025,-1.60,0.37,-0.69,-0.80,0.46,0.33,
0.03,-1.48,0.39,-0.55,-0.80,0.46,0.33,
0.03,-1.48,0.39,-0.55,-0.81,0.43,0.38,
0.034,-1.28,0.38,-0.36,-0.81,0.43,0.38,
0.035,-1.28,0.38,-0.36,-0.80,0.36,0.43,
0.045,-1.28,0.38,-0.36,-0.77,0.26,0.47,
0.045,-1.10,0.35,-0.22,-0.77,0.26,0.47,
0.046,-1.10,0.35,-0.22,-0.72,0.14,0.50,
0.046,-0.88,0.32,-0.15,-0.72,0.14,0.50,
0.049,-0.88,0.32,-0.15,-0.67,0.02,0.52,
0.05,-0.75,0.28,-0.15,-0.67,0.02,0.52,
0.054,-0.75,0.28,-0.15,-0.61,-0.11,0.55,
0.055,-0.66,0.25,-0.12,-0.61,-0.11,0.55,
0.069,-0.66,0.25,-0.12,-0.54,-0.24,0.56,
0.07,-0.60,0.21,-0.19,-0.54,-0.24,0.56,
0.07,-0.58,0.13,-0.28,-0.54,-0.24,0.56,
0.071,-0.58,0.13,-0.28,-0.47,-0.34,0.58,
0.071,-0.58,0.03,-0.63,-0.47,-0.34,0.58,
0.072,-0.58,0.03,-0.63,-0.42,-0.40,0.60,
0.076,-0.43,-0.08,-0.92,-0.42,-0.40,0.60,
0.077,-0.43,-0.08,-0.92,-0.42,-0.39,0.64,
0.078,-0.43,-0.08,-0.92,-0.46,-0.30,0.67,
0.079,-0.25,-0.27,-0.88,-0.46,-0.30,0.67,
0.083,-0.22,-0.45,-0.57,-0.46,-0.30,0.67,
0.084,-0.22,-0.45,-0.57,-0.52,-0.19,0.69,
0.088,-0.50,-0.73,-0.28,-0.52,-0.19,0.69,
0.088,-0.50,-0.73,-0.28,-0.56,-0.11,0.72,
0.093,-0.94,-0.88,-0.40,-0.56,-0.11,0.72,
0.094,-0.94,-0.88,-0.40,-0.57,-0.08,0.78,
0.098,-1.02,-0.83,-0.60,-0.57,-0.08,0.78,
0.098,-1.02,-0.83,-0.60,-0.59,-0.05,0.88,
0.103,-1.02,-0.83,-0.60,-0.60,0.02,0.97,
0.103,-0.95,-0.78,-0.68,-0.60,0.02,0.97,
0.108,-0.82,-0.70,-0.68,-0.60,0.02,0.97,
0.108,-0.82,-0.70,-0.68,-0.61,0.10,1.04,
0.113,-0.82,-0.70,-0.68,-0.62,0.15,1.09,
0.113,-0.72,-0.64,-0.62,-0.62,0.15,1.09,
0.117,-0.72,-0.64,-0.62,-0.61,0.16,1.11,
0.118,-0.73,-0.58,-0.53,-0.61,0.16,1.11,
0.123,-0.73,-0.58,-0.53,-0.59,0.13,1.11,
0.124,-0.79,-0.55,-0.48,-0.59,0.13,1.11,
0.127,-0.90,-0.52,-0.46,-0.59,0.13,1.11,
0.128,-0.90,-0.52,-0.46,-0.56,0.04,1.11,
0.132,-0.91,-0.44,-0.49,-0.56,0.04,1.11,
0.133,-0.91,-0.44,-0.49,-0.52,-0.09,1.10,
0.137,-0.75,-0.35,-0.63,-0.52,-0.09,1.10,
0.137,-0.75,-0.35,-0.63,-0.47,-0.25,1.10,
0.148,-0.75,-0.35,-0.63,-0.40,-0.43,1.09,
0.149,-0.48,-0.25,-0.79,-0.40,-0.43,1.09,
0.149,-0.48,-0.25,-0.79,-0.33,-0.61,1.06,
0.15,-0.15,-0.22,-0.92,-0.33,-0.61,1.06,
0.151,-0.15,-0.22,-0.92,-0.25,-0.79,1.03,
0.163,0.04,-0.22,-0.94,-0.25,-0.79,1.03,
0.163,0.04,-0.22,-0.94,-0.17,-0.98,0.99,
0.163,0.17,-0.25,-0.96,-0.17,-0.98,0.99,
0.164,0.17,-0.25,-0.96,-0.08,-1.19,0.94,
0.164,0.28,-0.28,-0.94,-0.08,-1.19,0.94,
0.18,0.28,-0.28,-0.94,0.02,-1.41,0.89,
0.181,0.46,-0.28,-0.91,0.02,-1.41,0.89,
0.182,0.63,-0.25,-0.87,0.02,-1.41,0.89,
0.182,0.63,-0.25,-0.87,0.12,-1.64,0.82,
0.182,0.63,-0.25,-0.87,0.23,-1.86,0.74,
0.183,0.83,-0.18,-0.83,0.23,-1.86,0.74,
0.183,0.83,-0.18,-0.83,0.35,-2.09,0.65,
0.183,0.91,-0.23,-0.77,0.35,-2.09,0.65,
0.187,0.85,-0.39,-0.69,0.35,-2.09,0.65,
0.187,0.85,-0.39,-0.69,0.47,-2.34,0.57,
0.19,0.69,-0.62,-0.59,0.47,-2.34,0.57,
0.191,0.69,-0.62,-0.59,0.60,-2.61,0.49,
0.195,0.69,-0.62,-0.59,0.73,-2.91,0.42,
0.196,0.69,-0.83,-0.46,0.73,-2.91,0.42,
0.2,0.69,-0.83,-0.46,0.88,-3.20,0.37,
0.201,0.78,-1.12,-0.31,0.88,-3.20,0.37,
0.205,0.78,-1.12,-0.31,1.03,-3.46,0.33,
0.206,0.88,-1.41,0.06,1.03,-3.46,0.33,
0.21,0.65,-1.65,0.40,1.03,-3.46,0.33,
0.211,0.65,-1.65,0.40,1.21,-3.73,0.28,
0.215,-1.23,-1.85,-0.06,1.21,-3.73,0.28,
0.216,-1.23,-1.85,-0.06,1.39,-4.00,0.21,
0.22,-2.79,-1.16,0.00,1.39,-4.00,0.21,
0.22,-2.79,-1.16,0.00,1.56,-4.25,0.15,
0.225,-2.83,-0.83,0.18,1.56,-4.25,0.15,
0.226,-2.83,-0.83,0.18,1.73,-4.56,0.17,
0.229,-3.35,-0.81,-0.07,1.73,-4.56,0.17,
0.23,-3.35,-0.81,-0.07,1.91,-4.95,0.22,
0.234,-4.05,-0.86,-0.25,1.91,-4.95,0.22,
0.234,-4.05,-0.86,-0.25,2.07,-5.35,0.29,
0.24,-4.05,-0.86,-0.25,2.21,-5.69,0.40,
0.24,-4.01,-1.09,-0.41,2.21,-5.69,0.40,
0.244,-4.01,-1.09,-0.41,2.31,-5.86,0.53,
0.245,-3.41,-1.49,-0.93,2.31,-5.86,0.53,
0.249,-3.41,-1.49,-0.93,2.33,-5.79,0.64,
0.25,-2.65,-1.72,-1.92,2.33,-5.79,0.64,
0.254,-2.65,-1.72,-1.92,2.23,-5.48,0.74,
0.254,-2.00,-1.76,-3.03,2.23,-5.48,0.74,
0.259,-2.00,-1.76,-3.03,1.97,-4.93,0.84,
0.26,-1.50,-1.74,-4.17,1.97,-4.93,0.84,
0.264,-1.50,-1.74,-4.17,1.56,-4.15,0.94,
0.264,-1.19,-1.65,-5.20,1.56,-4.15,0.94,
0.269,-1.19,-1.65,-5.20,1.02,-3.19,1.04,
0.269,-1.07,-1.49,-5.98,1.02,-3.19,1.04,
0.284,-1.13,-1.19,-6.30,1.02,-3.19,1.04,
0.284,-1.13,-1.19,-6.30,0.40,-2.10,1.12,
0.285,-1.12,-0.94,-6.26,0.40,-2.10,1.12,
0.285,-1.12,-0.94,-6.26,-0.26,-0.98,1.20,
0.286,-1.12,-0.94,-6.26,-0.89,0.06,1.25,
0.286,-1.07,-0.91,-5.96,-0.89,0.06,1.25,
0.289,-1.10,-1.06,-5.51,-0.89,0.06,1.25,
0.29,-1.10,-1.06,-5.51,-1.47,0.92,1.28,
0.321,-1.10,-1.06,-5.51,-1.95,1.56,1.31,
0.323,-1.35,-1.26,-5.02,-1.95,1.56,1.31,
0.324,-1.35,-1.26,-5.02,-2.34,1.91,1.33,
0.325,-1.39,-1.68,-4.57,-2.34,1.91,1.33,
0.325,-1.39,-1.68,-4.57,-2.64,1.98,1.32,
0.326,-1.35,-1.98,-4.02,-2.64,1.98,1.32,
0.326,-1.35,-1.98,-4.02,-2.83,1.75,1.29,
0.326,-1.18,-2.19,-3.44,-2.83,1.75,1.29,
0.327,-0.96,-2.32,-2.72,-2.83,1.75,1.29,
0.327,-0.96,-2.32,-2.72,-2.93,1.21,1.23,
0.327,-0.96,-2.32,-2.72,-2.92,0.41,1.15,
0.328,-0.78,-2.38,-1.86,-2.92,0.41,1.15,
0.328,-0.66,-2.42,-1.07,-2.92,0.41,1.15,
0.328,-0.66,-2.42,-1.07,-2.81,-0.61,1.04,
0.329,-0.63,-2.45,-0.25,-2.81,-0.61,1.04,
0.329,-0.63,-2.45,-0.25,-2.61,-1.75,0.94,
0.334,-0.71,-2.63,1.47,-2.61,-1.75,0.94,
0.334,-0.71,-2.63,1.47,-2.35,-2.91,0.84,
0.337,-0.71,-2.63,1.47,-2.02,-3.97,0.76,
0.338,-0.88,-2.65,4.34,-2.02,-3.97,0.76,
0.342,-0.65,-2.79,4.62,-2.02,-3.97,0.76,
0.343,-0.65,-2.79,4.62,-1.56,-4.84,0.71,
0.347,-0.65,-2.79,4.62,-1.07,-5.51,0.68,
0.347,-0.50,-3.05,4.29,-1.07,-5.51,0.68,
0.351,-0.97,-3.24,4.83,-1.07,-5.51,0.68,
0.352,-0.97,-3.24,4.83,-0.61,-5.97,0.65,
0.364,-1.47,-3.42,5.72,-0.61,-5.97,0.65,
0.365,-1.47,-3.42,5.72,-0.15,-6.27,0.66,
0.366,-1.58,-3.63,6.14,-0.15,-6.27,0.66,
0.366,-1.58,-3.63,6.14,0.33,-6.44,0.68,
0.366,-1.69,-3.74,5.73,0.33,-6.44,0.68,
0.367,-1.69,-3.74,5.73,0.80,-6.52,0.71,
0.371,-1.91,-3.76,4.94,0.80,-6.52,0.71,
0.371,-1.91,-3.76,4.94,1.21,-6.56,0.74,
0.376,-2.11,-3.72,4.26,1.21,-6.56,0.74,
0.377,-2.11,-3.72,4.26,1.52,-6.58,0.79,
0.38,-2.11,-3.72,4.26,1.74,-6.60,0.85,
0.381,-1.94,-3.56,3.83,1.74,-6.60,0.85,
0.386,-1.32,-3.30,3.60,1.74,-6.60,0.85,
0.386,-1.32,-3.30,3.60,1.88,-6.63,0.90,
0.401,-1.32,-3.30,3.60,1.97,-6.65,0.91,
0.401,-0.66,-2.98,3.43,1.97,-6.65,0.91,
0.402,-0.08,-2.64,3.62,1.97,-6.65,0.91,
0.436,-0.08,-2.64,3.62,2.02,-6.64,0.88,
0.437,0.29,-2.40,3.91,2.02,-6.64,0.88,
0.437,0.29,-2.40,3.91,2.06,-6.60,0.82,
0.438,0.32,-1.99,4.18,2.06,-6.60,0.82,
0.438,0.32,-1.99,4.18,2.12,-6.55,0.73,
0.439,0.46,-1.73,4.30,2.12,-6.55,0.73,
0.44,0.46,-1.73,4.30,2.20,-6.49,0.66,
0.44,0.46,-1.73,4.30,2.29,-6.41,0.60,
0.441,0.55,-1.64,4.23,2.29,-6.41,0.60,
0.441,0.55,-1.64,4.23,2.38,-6.29,0.55,
0.442,0.59,-1.62,4.10,2.38,-6.29,0.55,
0.442,0.59,-1.62,4.10,2.46,-6.11,0.51,
0.443,0.97,-1.83,3.45,2.46,-6.11,0.51,
0.443,0.97,-1.83,3.45,2.50,-5.88,0.46,
