
time,ax,ay,az,wx,wy,wz,
0.001,0.25,-0.29,1.83,-0.64,-0.63,0.58,
0.002,0.25,-0.29,1.83,-0.51,-0.84,0.55,
0.002,0.12,-0.35,1.75,-0.51,-0.84,0.55,
0.002,0.12,-0.35,1.75,-0.37,-1.05,0.50,
0.006,0.05,-0.61,1.04,-0.37,-1.05,0.50,
0.007,0.05,-0.61,1.04,-0.25,-1.18,0.47,
0.01,0.26,-1.05,-0.33,-0.25,-1.18,0.47,
0.01,0.26,-1.05,-0.33,-0.20,-1.27,0.48,
0.015,0.41,-0.71,-0.84,-0.20,-1.27,0.48,
0.015,0.41,-0.71,-0.84,-0.26,-1.34,0.52,
0.019,0.41,-0.71,-0.84,-0.34,-1.26,0.56,
0.02,0.69,-0.29,-1.22,-0.34,-1.26,0.56,
0.024,0.87,0.21,-1.07,-0.34,-1.26,0.56,
0.025,0.87,0.21,-1.07,-0.43,-1.11,0.58,
0.029,1.06,0.55,-0.72,-0.43,-1.11,0.58,
0.029,1.06,0.55,-0.72,-0.52,-0.99,0.58,
0.034,1.31,0.77,-0.40,-0.52,-0.99,0.58,
0.034,1.31,0.77,-0.40,-0.60,-0.93,0.57,
0.039,1.31,0.77,-0.40,-0.67,-0.90,0.53,
0.04,1.63,0.84,-0.18,-0.67,-0.90,0.53,
0.044,1.63,0.84,-0.18,-0.73,-0.88,0.49,
0.044,1.90,0.87,0.02,-0.73,-0.88,0.49,
0.049,1.90,0.87,0.02,-0.77,-0.87,0.43,
0.051,2.10,0.88,0.11,-0.77,-0.87,0.43,
0.054,2.10,0.88,0.11,-0.81,-0.85,0.36,
0.054,2.17,0.85,0.14,-0.81,-0.85,0.36,
0.058,2.17,0.85,0.14,-0.85,-0.80,0.28,
0.058,1.99,0.88,0.26,-0.85,-0.80,0.28,
0.063,1.99,0.88,0.26,-0.89,-0.73,0.21,
0.064,1.69,0.77,0.24,-0.89,-0.73,0.21,
0.069,1.31,0.77,0.27,-0.89,-0.73,0.21,
0.073,1.31,0.77,0.27,-0.95,-0.65,0.15,
0.074,0.89,0.75,0.30,-0.95,-0.65,0.15,
0.074,0.89,0.75,0.30,-1.00,-0.55,0.11,
0.078,0.43,0.82,1.03,-1.00,-0.55,0.11,
0.079,0.43,0.82,1.03,-1.06,-0.42,0.09,
0.083,0.43,0.82,1.03,-1.08,-0.25,0.09,
0.084,-0.04,0.97,1.56,-1.08,-0.25,0.09,
0.088,-0.04,0.97,1.56,-1.06,-0.05,0.12,
0.089,-0.09,1.02,1.03,-1.06,-0.05,0.12,
0.093,-0.09,1.02,1.03,-1.05,0.15,0.14,
0.093,0.18,0.94,0.84,-1.05,0.15,0.14,
0.107,0.18,0.94,0.84,-1.04,0.27,0.16,
0.108,0.63,0.78,0.91,-1.04,0.27,0.16,
0.108,0.63,0.78,0.91,-1.03,0.24,0.15,
0.109,0.93,0.60,0.40,-1.03,0.24,0.15,
0.109,0.93,0.60,0.40,-1.03,0.08,0.15,
0.11,0.80,0.49,0.16,-1.03,0.08,0.15,
0.112,0.80,0.49,0.16,-1.05,-0.11,0.14,
0.113,0.20,0.41,0.38,-1.05,-0.11,0.14,
0.119,-0.56,0.37,0.70,-1.05,-0.11,0.14,
0.121,-0.56,0.37,0.70,-1.06,-0.26,0.17,
0.125,-1.27,0.29,0.98,-1.06,-0.26,0.17,
0.125,-1.27,0.29,0.98,-1.08,-0.36,0.22,
0.126,-1.70,0.18,1.02,-1.08,-0.36,0.22,
0.127,-1.70,0.18,1.02,-1.09,-0.41,0.31,
0.142,-1.96,0.04,0.81,-1.09,-0.41,0.31,
0.143,-1.96,0.04,0.81,-1.12,-0.42,0.44,
0.144,-1.96,0.04,0.81,-1.18,-0.44,0.60,
0.144,-1.93,-0.10,0.44,-1.18,-0.44,0.60,
0.144,-1.93,-0.10,0.44,-1.25,-0.47,0.78,
0.145,-1.68,-0.21,-0.11,-1.25,-0.47,0.78,
0.147,-1.29,-0.24,-0.60,-1.25,-0.47,0.78,
0.148,-1.29,-0.24,-0.60,-1.34,-0.52,0.95,
0.151,-0.83,-0.22,-0.84,-1.34,-0.52,0.95,
0.152,-0.83,-0.22,-0.84,-1.45,-0.57,1.11,
0.156,-0.48,-0.13,-0.83,-1.45,-0.57,1.11,
0.156,-0.48,-0.13,-0.83,-1.57,-0.61,1.23,
0.161,-0.03,0.04,-0.68,-1.57,-0.61,1.23,
0.161,-0.03,0.04,-0.68,-1.68,-0.63,1.33,
0.166,-0.03,0.04,-0.68,-1.79,-0.61,1.39,
0.167,0.49,0.23,-0.38,-1.79,-0.61,1.39,
0.171,1.15,0.46,0.30,-1.79,-0.61,1.39,
0.171,1.15,0.46,0.30,-1.87,-0.53,1.41,
0.175,1.76,0.63,1.07,-1.87,-0.53,1.41,
0.176,1.76,0.63,1.07,-1.93,-0.38,1.37,
0.18,2.08,0.62,1.80,-1.93,-0.38,1.37,
0.181,2.08,0.62,1.80,-1.93,-0.21,1.29,
0.189,2.08,0.62,1.80,-1.88,-0.07,1.18,
0.19,2.44,0.69,2.17,-1.88,-0.07,1.18,
0.191,2.44,0.69,2.17,-1.79,0.09,1.05,
0.191,2.60,0.65,2.64,-1.79,0.09,1.05,
0.195,2.60,0.65,2.64,-1.67,0.24,0.90,
0.195,2.56,0.51,3.02,-1.67,0.24,0.90,
0.2,2.32,0.32,3.25,-1.67,0.24,0.90,
0.201,2.32,0.32,3.25,-1.52,0.36,0.74,
0.204,2.32,0.32,3.25,-1.33,0.46,0.58,
0.205,2.07,0.09,3.41,-1.33,0.46,0.58,
0.21,2.07,0.09,3.41,-1.11,0.54,0.45,
0.211,1.75,-0.10,3.40,-1.11,0.54,0.45,
0.221,1.75,-0.10,3.40,-0.87,0.60,0.34,
0.222,1.45,-0.29,3.30,-0.87,0.60,0.34,
0.222,1.16,-0.37,3.29,-0.87,0.60,0.34,
0.222,1.16,-0.37,3.29,-0.62,0.65,0.26,
0.259,0.86,-0.38,3.22,-0.62,0.65,0.26,
0.259,0.86,-0.38,3.22,-0.37,0.69,0.20,
0.259,0.86,-0.38,3.22,-0.12,0.70,0.17,
0.26,0.57,-0.38,3.06,-0.12,0.70,0.17,
0.26,0.57,-0.38,3.06,0.13,0.70,0.16,
0.26,0.40,-0.27,2.89,0.13,0.70,0.16,
0.261,0.40,-0.27,2.89,0.35,0.67,0.18,
0.261,0.23,-0.26,2.61,0.35,0.67,0.18,
0.261,0.23,-0.26,2.61,0.57,0.62,0.21,
0.261,0.04,-0.32,2.28,0.57,0.62,0.21,
0.262,0.04,-0.32,2.28,0.77,0.55,0.25,
0.262,-0.30,-0.53,1.96,0.77,0.55,0.25,
0.263,-0.30,-0.53,1.96,0.94,0.46,0.30,
0.263,-0.51,-0.62,1.61,0.94,0.46,0.30,
0.264,-0.51,-0.62,1.61,1.09,0.38,0.36,
0.264,-0.61,-0.64,1.29,1.09,0.38,0.36,
0.264,-0.61,-0.64,1.29,1.21,0.31,0.42,
0.265,-0.65,-0.50,1.04,1.21,0.31,0.42,
0.269,-0.65,-0.27,0.80,1.21,0.31,0.42,
0.269,-0.65,-0.27,0.80,1.31,0.25,0.46,
0.273,-0.65,-0.27,0.80,1.37,0.21,0.48,
0.273,-0.66,-0.08,0.47,1.37,0.21,0.48,
0.278,-0.66,-0.08,0.47,1.38,0.19,0.48,
0.278,-0.61,0.12,0.17,1.38,0.19,0.48,
0.284,-0.49,0.20,-0.08,1.38,0.19,0.48,
0.284,-0.49,0.20,-0.08,1.36,0.21,0.45,
0.288,-0.49,0.20,-0.08,1.32,0.24,0.41,
0.288,-0.38,0.20,-0.42,1.32,0.24,0.41,
0.292,-0.25,0.17,-0.67,1.32,0.24,0.41,
0.293,-0.25,0.17,-0.67,1.26,0.29,0.37,
0.3,-0.14,0.11,-0.93,1.26,0.29,0.37,
0.301,-0.14,0.11,-0.93,1.18,0.34,0.34,
0.302,-0.14,0.11,-0.93,1.09,0.38,0.31,
0.303,-0.06,0.04,-1.10,1.09,0.38,0.31,
0.307,-0.06,0.04,-1.10,1.01,0.41,0.30,
0.308,0.03,-0.03,-1.16,1.01,0.41,0.30,
0.312,0.03,-0.03,-1.16,0.91,0.45,0.29,
0.341,0.15,-0.03,-1.19,0.91,0.45,0.29,
0.341,0.15,-0.03,-1.19,0.82,0.47,0.28,
0.341,0.18,-0.01,-1.26,0.82,0.47,0.28,
0.341,0.18,-0.01,-1.26,0.74,0.48,0.27,
0.342,0.21,0.03,-1.27,0.74,0.48,0.27,
0.342,0.19,0.08,-1.23,0.74,0.48,0.27,
0.342,0.19,0.08,-1.23,0.66,0.47,0.25,
0.342,0.13,0.15,-1.17,0.66,0.47,0.25,
0.343,0.13,0.15,-1.17,0.60,0.44,0.22,
0.343,0.13,0.15,-1.17,0.56,0.40,0.19,
0.343,0.10,0.24,-0.99,0.56,0.40,0.19,
0.343,0.17,0.26,-0.93,0.56,0.40,0.19,
0.344,0.17,0.26,-0.93,0.53,0.35,0.17,
0.346,0.17,0.26,-0.93,0.53,0.29,0.13,
0.346,0.29,0.27,-0.88,0.53,0.29,0.13,
0.356,0.33,0.12,-0.73,0.53,0.29,0.13,
0.357,0.33,0.12,-0.73,0.53,0.23,0.09,
0.357,0.29,0.02,-0.59,0.53,0.23,0.09,
0.357,0.29,0.02,-0.59,0.56,0.19,0.05,
0.361,0.23,-0.07,-0.58,0.56,0.19,0.05,
0.361,0.23,-0.07,-0.58,0.59,0.15,0.01,
0.366,0.23,-0.07,-0.58,0.62,0.11,-0.03,
0.366,0.10,-0.17,-0.66,0.62,0.11,-0.03,
0.371,-0.13,-0.23,-0.85,0.62,0.11,-0.03,
0.372,-0.13,-0.23,-0.85,0.65,0.06,-0.05,
0.376,-0.27,-0.29,-0.93,0.65,0.06,-0.05,
0.377,-0.27,-0.29,-0.93,0.67,0.03,-0.06,
0.38,-0.27,-0.29,-0.93,0.70,-0.01,-0.06,
0.381,-0.40,-0.35,-1.03,0.70,-0.01,-0.06,
0.388,-0.49,-0.43,-1.10,0.70,-0.01,-0.06,
0.388,-0.49,-0.43,-1.10,0.72,-0.05,-0.05,
0.39,-0.65,-0.52,-1.23,0.72,-0.05,-0.05,
0.391,-0.65,-0.52,-1.23,0.74,-0.10,-0.03,
0.395,-0.72,-0.53,-1.31,0.74,-0.10,-0.03,
0.395,-0.72,-0.53,-1.31,0.75,-0.15,-0.01,
0.4,-0.71,-0.55,-1.35,0.75,-0.15,-0.01,
0.401,-0.71,-0.55,-1.35,0.75,-0.18,0.02,
0.405,-0.64,-0.51,-1.33,0.75,-0.18,0.02,
0.405,-0.64,-0.51,-1.33,0.74,-0.22,0.06,
0.409,-0.49,-0.43,-1.28,0.74,-0.22,0.06,
0.41,-0.49,-0.43,-1.28,0.74,-0.26,0.09,
0.424,-0.37,-0.33,-1.24,0.74,-0.26,0.09,
0.425,-0.37,-0.33,-1.24,0.73,-0.30,0.13,
0.425,-0.37,-0.33,-1.24,0.72,-0.34,0.16,
0.426,-0.29,-0.21,-1.28,0.72,-0.34,0.16,
0.426,-0.27,-0.08,-1.35,0.72,-0.34,0.16,
0.426,-0.27,-0.08,-1.35,0.70,-0.36,0.18,
0.429,-0.27,-0.08,-1.35,0.67,-0.36,0.21,
0.429,-0.19,-0.01,-1.47,0.67,-0.36,0.21,
0.434,-0.19,-0.01,-1.47,0.62,-0.33,0.23,
0.435,-0.06,0.05,-1.57,0.62,-0.33,0.23,
0.441,-0.06,0.05,-1.57,0.55,-0.27,0.25,
0.442,0.04,0.02,-1.68,0.55,-0.27,0.25,
0.444,0.04,0.02,-1.68,0.45,-0.18,0.26,
0.444,0.32,-0.02,-1.80,0.45,-0.18,0.26,
0.457,0.59,-0.08,-1.78,0.45,-0.18,0.26,
0.458,0.59,-0.08,-1.78,0.34,-0.06,0.26,
0.458,0.59,-0.08,-1.78,0.22,0.05,0.25,
0.459,0.79,-0.03,-1.65,0.22,0.05,0.25,
0.459,0.96,0.12,-1.49,0.22,0.05,0.25,
0.459,0.96,0.12,-1.49,0.11,0.15,0.23,
0.463,0.96,0.12,-1.49,0.01,0.24,0.20,
0.464,1.00,0.23,-1.17,0.01,0.24,0.20,
0.469,1.00,0.23,-1.17,-0.06,0.30,0.15,
0.469,0.88,0.29,-0.84,-0.06,0.30,0.15,
0.473,0.88,0.29,-0.84,-0.10,0.34,0.11,
0.474,0.69,0.38,-0.58,-0.10,0.34,0.11,
0.478,0.69,0.38,-0.58,-0.12,0.35,0.08,
0.478,0.61,0.36,-0.42,-0.12,0.35,0.08,
0.483,0.61,0.36,-0.42,-0.12,0.33,0.06,
0.484,0.56,0.41,-0.39,-0.12,0.33,0.06,
0.488,0.59,0.45,-0.49,-0.12,0.33,0.06,
